0,CLASSIFICATION
2007.82816377,1
2007.637018,1
2007.40784977,1
2007.45394933,1
2007.63148481,1
2007.94128279,1
2007.45534307,1
2007.78831278,1
2007.42022735,1
2007.8532927,1
2007.37391399,1
2007.83134433,1
2007.87728267,1
2007.90290159,1
2007.61433388,1
2007.64882809,1
2007.57557524,1
2007.93154738,1
2007.44835728,1
2007.46617358,1
2007.78801501,1
2007.42356795,1
2007.70131777,1
2007.84181309,1
2007.52927237,1
2007.46583574,1
2007.31032566,1
2008.02282201,1
2007.85376397,1
2007.56114115,1
2007.53799198,1
2007.64416649,1
2007.47160138,1
2007.62900218,1
2007.93959558,1
2007.64898068,1
2007.36966269,1
2007.87267234,1
2007.51333943,1
2007.80363894,1
2007.72383293,1
2007.74383509,1
2007.72095874,1
2007.96231475,1
2007.6771523,1
2007.84227697,1
2007.7564892,1
2007.84808234,1
2007.57569878,1
2007.97864524,1
2007.81224387,1
2007.44383359,1
2007.64350708,1
2007.85688719,1
2007.74791538,1
2007.5094205,1
2007.39610418,1
2007.38209808,1
2007.989444,1
2007.47869954,1
2007.43078386,1
2007.41382995,1
2007.40217195,1
2007.83623212,1
2007.74494262,1
2007.6913433,1
2007.79013494,1
2007.79458169,1
2007.77520298,1
2007.508185,1
2007.4252708,1
2007.26254042,1
2007.61906976,1
2007.77039591,1
2007.85075225,1
2008.07218769,1
2007.28692902,1
2007.78894442,1
2007.48683792,1
2007.5859747,1
2008.06422086,1
2007.69195767,1
2007.60904773,1
2008.00461251,1
2007.66950538,1
2007.95623402,1
2007.86286314,1
2007.86678314,1
2007.76704659,1
2007.77915594,1
2007.90350437,1
2007.39577117,1
2007.79583007,1
2007.71929546,1
2007.56741881,1
2007.6376483,1
2007.97267876,1
2007.71039614,1
2007.74268035,1
2007.56502686,1
2007.67014896,1
2007.94252271,1
2007.55119211,1
2007.72764824,1
2007.76544458,1
2008.10249881,1
2007.79769139,1
2007.76113653,1
2008.03816679,1
2007.28010161,1
2007.98443255,1
2007.93587871,1
2007.85970802,1
2007.61944676,1
2007.87769683,1
2007.66119049,1
2007.48620001,1
2007.82749338,1
2007.54284731,1
2007.67364382,1
2007.30980337,1
2007.77360715,1
2007.49179364,1
2007.404338,1
2008.07302636,1
2007.35638266,1
2007.60173218,1
2007.56138793,1
2007.68849436,1
2007.77491271,1
2007.52429642,1
2007.92324227,1
2007.86126985,1
2007.80456958,1
2007.41976983,1
2007.67836436,1
2007.41010118,1
2007.91948851,1
2007.75897703,1
2007.51748991,1
2007.31904333,1
2007.94767794,1
2007.7382857,1
2008.03729374,1
2007.81285311,1
2008.21431124,1
2007.75780447,1
2007.92139774,1
2007.60658713,1
2008.0831004,1
2007.59692301,1
2007.91013083,1
2007.52139445,1
2007.83924086,1
2007.50854596,1
2007.81184035,1
2007.34949044,1
2007.74507359,1
2007.74530317,1
2007.36741507,1
2007.86359001,1
2007.95607108,1
2007.8815598,1
2007.53957015,1
2007.98668507,1
2007.69584673,1
2007.92334756,1
2007.99682295,1
2007.77002866,1
2008.01149809,1
2007.90993969,1
2007.46172139,1
2007.35862146,1
2007.69325356,1
2007.92031301,1
2007.42946014,1
2007.57837731,1
2007.78014889,1
2007.42035593,1
2007.59506248,1
2007.76554829,1
2007.44709935,1
2007.66128265,1
2007.73151229,1
2007.73430516,1
2007.66443507,1
2007.7934243,1
2007.59811154,1
2008.05376068,1
2007.38756452,1
2007.78013989,1
2007.88432949,1
2007.596243,1
2007.65675836,1
2007.7578876,1
2007.95675953,1
2007.80110321,1
2007.72926535,1
2007.76088996,1
2008.14328891,1
2007.79025363,1
2008.02468332,1
2007.43461211,1
2007.99250553,1
2007.46863792,1
2007.36873102,1
2007.6270153,1
2007.85100562,1
2007.67745424,1
2007.72412062,1
2007.7064133,1
2008.12748113,1
2007.58816992,1
2007.93283157,1
2007.5315499,1
2007.42361088,1
2007.41765166,1
2007.68965007,1
2007.86781108,1
2007.71482797,1
2007.70901858,1
2007.6046422,1
2007.63476458,1
2007.47767092,1
2008.10157014,1
2007.99955295,1
2007.61225085,1
2007.93119757,1
2007.60285165,1
2007.60833639,1
2007.35443352,1
2007.63484812,1
2007.82049277,1
2007.66508669,1
2007.96260893,1
2007.8436745,1
2007.85771509,1
2007.53970859,1
2007.69335633,1
2007.96182531,1
2007.65058818,1
2007.53758848,1
2007.81366948,1
2008.00264602,1
2007.86450035,1
2008.03272323,1
2007.79952288,1
2008.0886597,1
2007.69911737,1
2008.05272044,1
2007.54559844,1
2007.33055173,1
2007.70358246,1
2007.64730194,1
2007.73179069,1
2007.67254827,1
2007.65692646,1
2007.45122465,1
2007.80878593,1
2007.52591611,1
2007.61241224,1
2007.60811095,1
2007.43689381,1
2007.68277357,1
2007.60516087,1
2007.40887893,1
2007.60359926,1
2007.53390158,1
2007.82675265,1
2007.74924548,1
2007.46046014,1
2007.46323383,1
2007.84025808,1
2007.60695684,1
2007.40248484,1
2007.57691867,1
2007.99362808,1
2007.50158065,1
2007.5124828,1
2007.99221993,1
2007.76992803,1
2007.75359542,1
2008.02045488,1
2007.67179253,1
2007.83366789,1
2007.5413148,1
2007.80770301,1
2007.73894857,1
2007.77701989,1
2007.45859494,1
2008.06184354,1
2007.45004363,1
2007.58626254,1
2007.75912211,1
2007.79202655,1
2008.00898725,1
2007.89484083,1
2007.74121931,1
2007.53210892,1
2007.9350918,1
2007.88073494,1
2007.69972871,1
2007.87122253,1
2007.66834937,1
2007.51060643,1
2007.62500389,1
2007.69235007,1
2007.58552235,1
2007.52235905,1
2007.72275779,1
2007.6789245,1
2007.46845957,1
