0,1,2,3,4,CLASSIFICATION
2007.82816377,18.0189623454,-11.5249821539,2.28789713398,-8.65747041029,1
2007.637018,1.9855992614,-12.4989741809,0.431441896739,-9.46466571911,1
2007.40784977,-21.9137837886,-4.34755316934,2.09802857413,-5.85743752059,1
2007.45394933,-13.7971716008,-11.216532208,8.80287021842,0.447727906036,1
2007.63148481,-10.8271241644,12.4586100398,-4.44838404539,-4.55568352353,1
2007.94128279,30.1767672495,-1.72252633115,-4.5360341664,-1.3206226096,1
2007.45534307,-21.8070822608,7.50815924404,-4.43428788701,-2.34568820933,1
2007.78831278,18.1596792997,-0.763022673316,-8.51851333172,-1.34156876216,1
2007.42022735,-10.8580117185,-14.3971552234,1.95667602276,-1.0945915326,1
2007.8532927,33.1041401469,-14.8280146467,-8.22755247877,-1.64262260887,1
2007.37391399,-21.7298182119,4.48021808474,-5.71228359858,2.58961272263,1
2007.83134433,28.0774905564,-14.7071430214,-4.09414138101,-3.23418731293,1
2007.87728267,13.1422808174,12.2984171506,-6.44798969797,-6.14639657835,1
2007.90290159,13.1312505212,11.3729863681,-3.36400706714,-6.93811785383,1
2007.61433388,-5.72593309042,10.3441800712,-8.89889447745,2.0549456227,1
2007.64882809,0.037651281181,-0.681707724738,-7.96206418387,-8.00350716935,1
2007.57557524,8.36776655648,-6.71499707355,-9.17526750774,10.7839182278,1
2007.93154738,19.5468298643,15.5796691785,5.16132558004,12.5931096323,1
2007.44835728,-21.645264853,5.78492768688,7.16104471843,4.48378530703,1
2007.46617358,-21.9062689838,5.44056369325,-7.10037621389,-6.54087407879,1
2007.78801501,23.2116592394,-7.7584111572,-7.64713708421,2.60565379991,1
2007.42356795,-11.9364732261,-10.604380074,-6.89536292204,-4.71296390306,1
2007.70131777,-5.55926316778,15.6930894851,5.6636490747,7.08265013455,1
2007.84181309,25.1657314827,-10.58243619,0.681350050223,-0.871243457063,1
2007.52927237,1.10724942523,-10.6861273001,-8.15245755633,-2.0156537,1
2007.46583574,-17.8073789871,-9.1034606599,12.8978103816,-1.19727923057,1
2007.31032566,-22.0147073448,-13.5772080973,-7.58861834294,-7.56130212758,1
2008.02282201,18.1809934145,7.73096453431,12.6625110037,-5.89842431985,1
2007.85376397,13.3207009865,0.755005101386,12.2117722571,3.18330868922,1
2007.56114115,-11.5907380611,5.76798699998,7.91190163532,7.35524667763,1
2007.53799198,-8.79608258863,-11.145644822,12.8494555018,-0.376982230001,1
2007.64416649,-6.56338258578,7.83664950487,11.839212052,7.53651537869,1
2007.47160138,-16.8257513972,-9.11044557229,12.9643476128,-2.20658478188,1
2007.62900218,-1.64650264828,-1.1833920105,12.1644934303,5.49097078033,1
2007.93959558,18.2561548343,1.728788293,12.4621229343,-0.925724221889,1
2007.64898068,-10.791152394,3.85999485319,12.709733519,-3.33728366154,1
2007.36966269,-21.5113483572,10.4144804115,-9.61104299456,13.3108719269,1
2007.87267234,8.26141071238,14.5130225708,1.21764967651,-1.51447572798,1
2007.51333943,-1.77951216036,-10.485580018,-0.444045488525,2.58668632021,1
2007.80363894,18.0989351262,-6.57657206342,-0.116439503819,-4.76694473448,1
2007.72383293,8.46171241439,13.3229062759,-7.65200618878,10.911881102,1
2007.74383509,8.37913749257,6.51128402075,0.845941423456,6.47891082346,1
2007.72095874,18.2711321814,-4.71970995362,-6.84199821613,4.76926531613,1
2007.96231475,28.0929941688,2.23432845128,-6.26666464264,-6.40574570425,1
2007.6771523,-6.66577741946,4.86440289716,13.2579878583,2.61380769808,1
2007.84227697,5.15939137228,4.80690106172,13.8426080406,-6.55779876896,1
2007.7564892,23.2816107181,-11.5959433882,-0.786534743378,6.10990491788,1
2007.84808234,8.24413098357,14.4658839029,-0.789391292221,-1.61224652084,1
2007.57569878,-15.8228743098,11.4387893554,-6.47431070874,-3.60810503554,1
2007.97864524,18.0746739306,11.2856191966,-6.23538049037,-9.23864158111,1
2007.81224387,8.30307956792,10.5109433962,1.10369499625,1.48199261539,1
2007.44383359,-21.6267803026,8.64832728468,0.963107387854,6.05633195811,1
2007.64350708,-7.61216720441,14.5624340782,-0.223758528032,5.71743260059,1
2007.85688719,14.2854997719,10.4621491466,0.0697590927118,1.35034168001,1
2007.74791538,18.4424056687,-1.55157322362,-0.427421595891,12.2396155899,1
2007.5094205,-7.86394982673,-10.4306578277,0.929873392685,-2.24785755232,1
2007.39610418,-21.719402015,2.62615581196,0.306733501405,3.03731261813,1
2007.38209808,-18.9743734105,-11.5422657714,-5.71264144367,-6.51643395669,1
2007.989444,29.2991484358,12.2285461181,-7.1416766425,2.55388368783,1
2007.47869954,-16.8401490483,0.579725369094,-0.230565563619,-3.1346104006,1
2007.43078386,-5.7301090589,-13.4429421267,0.427009059123,5.72523467824,1
2007.41382995,-11.7416970696,-11.4102487746,0.468300048792,4.82933443395,1
2007.40217195,-15.7197792563,-6.39475818358,0.362962398889,4.90502674866,1
2007.83623212,23.2096393394,-10.4973097209,3.52994454552,1.38784383316,1
2007.74494262,8.11654946036,-1.57613525414,-2.18909757987,-4.75317943798,1
2007.6913433,7.13058568172,-9.43010004698,3.9166691285,-3.30895626985,1
2007.79013494,16.2875911953,-1.5626956277,-0.857342791843,4.22195125145,1
2007.79458169,8.24223530033,9.46532346929,-0.742108998021,-0.603958217427,1
2007.77520298,8.02092416632,-2.52761948335,0.169009450371,-9.56772913427,1
2007.508185,-21.8462155566,13.4572342483,-6.35889732699,-5.48023775142,1
2007.4252708,-6.73730652648,-8.60556167941,-6.66274112573,5.23634155029,1
2007.26254042,-21.7334650785,-8.53780526205,-6.61359069843,5.52042602103,1
2007.61906976,8.28665870473,-8.53320585573,-0.728382521617,5.37239495705,1
2007.77039591,8.13259373781,-0.529784847065,-0.214047929317,-4.62747856812,1
2007.85075225,12.5835524164,12.774629909,12.1594291348,14.2385986578,1
2008.07218769,28.2924616429,7.7046040548,13.1999674305,-0.00227577527396,1
2007.28692902,-21.7670401628,-12.4394349124,-2.38518632668,3.78460549913,1
2007.78894442,13.1041846593,-6.45848050623,3.96623843394,-5.4180669614,1
2007.48683792,-21.7026842179,12.5544886893,-2.83816427269,1.77665776641,1
2007.5859747,7.1932089015,-13.5689046975,-2.400784974,2.28281885964,1
2008.06422086,33.3483646741,14.3021155175,-3.27637698874,3.73470735149,1
2007.69195767,17.3262142904,-7.61692967451,-2.99882688443,8.08453636195,1
2007.60904773,-6.74561682783,6.48608644497,-2.66954447649,0.486218216256,1
2008.00461251,31.327550886,3.45932935581,2.9702253073,4.20022473837,1
2007.66950538,0.231512472543,0.597626520113,3.49503010286,-0.19637213627,1
2007.95623402,23.1787467599,1.49361226723,3.61433237361,-3.65106848926,1
2007.86286314,18.0924155503,-4.48211921454,3.97238362943,-6.50931551783,1
2007.86678314,13.1864456388,3.54022968403,3.59589658424,-3.45510197393,1
2007.76704659,22.2601424025,-11.4983096507,3.34111897893,4.43097698758,1
2007.77915594,18.3077365631,-0.626547504451,-2.94472104413,5.0351051571,1
2007.90350437,33.1853645179,-5.81072358624,-7.58164121276,0.418659140626,1
2007.39577117,-14.5306961997,0.526654965796,-3.41999045937,13.623153592,1
2007.79583007,23.198628064,-8.64732482203,-2.49176574204,0.958958086708,1
2007.71929546,3.34517691206,13.3251754739,-8.21217118061,4.94567627184,1
2007.56741881,-9.68608168833,7.50010665902,-2.89550528881,3.53830181765,1
2007.6376483,-1.79613747455,4.46024588004,-2.50573454118,-1.56836244546,1
2007.97267876,33.1700369521,-10.4513710457,7.6961081738,-1.50647341445,1
2007.71039614,-1.77344089213,4.7005593445,7.53195437424,-1.86572368585,1
2007.74268035,8.18781814293,0.469214605851,-0.456279897054,-1.60763022078,1
2007.56502686,0.264640101757,-1.66007375132,-7.7799651465,4.03111069789,1
2007.67014896,3.23125105749,6.27844782967,-9.76318534753,0.834429232924,1
2007.94252271,23.132127816,4.24145665208,-7.43582925429,-4.40559588208,1
2007.55119211,-9.87807647971,2.34343912398,-9.27716762517,-3.90959007243,1
2007.72764824,16.2562692352,-3.77182563373,-9.85508553664,4.58832160964,1
2007.76544458,-1.76337093463,12.673257617,6.4154344015,-2.93394793808,1
2008.10249881,37.1754576458,0.501867065501,6.56956220712,-3.66137227812,1
2007.79769139,18.0981914476,-14.3815788899,8.04578299157,-4.199172066,1
2007.76113653,33.3626028874,-14.8036990361,-8.22350162968,12.4252359686,1
2008.03816679,21.2571819644,12.5966772322,7.27390563975,-2.33377073139,1
2007.28010161,-21.9816892282,-13.6037941503,-8.72704520209,-5.62575596043,1
2007.98443255,28.3279994279,8.37689699859,-1.13127179138,3.98969276135,1
2007.93587871,29.2548094084,-0.626705105229,-0.779735130572,1.9806657926,1
2007.85970802,30.3692836045,-1.76909679395,-7.30736816794,9.5275673475,1
2007.61944676,-7.86080918654,6.40018066356,-6.3086068978,-4.75572840329,1
2007.87769683,28.0386340106,-10.7590645163,-5.95889343972,-6.40480032186,1
2007.66119049,8.1252570611,-11.5295778294,-0.0944612189782,-2.61720844788,1
2007.48620001,-9.67612015483,0.54688524952,-0.888842406536,5.72543919561,1
2007.82749338,17.2516904412,1.42538511623,-0.711736955639,1.19372573677,1
2007.54284731,-1.71958423649,-8.43715710375,1.37165975413,4.68567588093,1
2007.67364382,11.2804983402,-7.53982568237,-0.773388692972,5.33535220953,1
2007.30980337,-17.7866065339,-12.5509131491,-6.38732275646,3.4287583507,1
2007.77360715,20.4099475275,1.27344591052,-7.40548626444,10.6830443602,1
2007.49179364,-11.6390861953,6.4183254647,-7.14246330739,7.30554760779,1
2007.404338,-21.6150307391,11.4583636907,-7.22838464831,7.50183674196,1
2008.07302636,33.0287602822,5.21318621351,-6.07343712251,-10.497527366,1
2007.35638266,-22.044156345,-13.5252316171,-5.45346515869,-9.42982248758,1
2007.60173218,3.07236375516,-7.6496568934,-6.02518485557,-4.90627799552,1
2007.56138793,-6.76420066778,-2.45776493673,-0.543672192962,1.65045573361,1
2007.68849436,-1.91386840002,2.51374150361,-0.0506329836414,-7.4014026076,1
2007.77491271,8.10265709641,4.32867278667,-6.25208144471,-6.0273534005,1
2007.52429642,-8.75251285544,-1.45676354296,-0.553398656927,1.68208919895,1
2007.92324227,8.22428195698,9.79357536633,13.5870335286,-4.66923980643,1
2007.86126985,18.1462463385,-1.57575597488,-0.291290746125,-3.82284204492,1
2007.80456958,3.18105456755,1.82235176752,13.7765141657,-4.52560094468,1
2007.41976983,-21.8077051576,-0.393446181619,-0.332115191545,-1.049704301,1
2007.67836436,10.2918688437,-6.53671609588,-0.783400123174,5.32228277763,1
2007.41010118,-21.63117712,8.53148956231,-4.09321249262,6.70353347641,1
2007.91948851,23.1438785247,5.28178838107,-5.47085569594,-4.23260549667,1
2007.75897703,5.12600548571,4.4101696651,-3.23822935996,-5.79579474915,1
2007.51748991,-16.970177936,0.515313791523,-2.80535740451,-9.32978917999,1
2007.31904333,-21.957083217,-14.4587608373,-2.71667793342,-5.22682246832,1
2007.94767794,18.1962384976,13.3479815713,-3.63589653782,-4.04495660725,1
2007.7382857,15.467999299,4.36814851707,-4.61825191356,13.0050468465,1
2008.03729374,25.4510212028,13.6684032041,10.5994852693,6.83903682633,1
2007.81285311,15.1370882369,-10.2763848769,11.9542571562,-3.87748178696,1
2008.21431124,33.1733551799,11.6381733097,11.5958422439,-7.26507133614,1
2007.75780447,8.22133393509,-6.24789838933,11.6867252324,-0.798539401988,1
2007.92139774,31.3417857338,-9.34884134117,11.1054880988,6.79333175183,1
2007.60658713,-21.7859945818,14.882083157,11.6261817223,-5.19048775764,1
2008.0831004,36.2367864248,0.619948588108,11.4178364007,-1.28680654169,1
2007.59692301,-11.7931128638,9.48669011537,-3.51090037047,-2.4888889902,1
2007.91013083,18.1636541468,7.3545261073,-3.50391604097,-4.01985319938,1
2007.52139445,-16.7029171871,10.5132341021,-3.88028673954,2.61916325697,1
2007.83924086,26.0178823439,-12.6796602557,-2.85642982859,-7.10877713365,1
2007.50854596,-2.88221812781,-10.5938619438,-5.15270161514,-1.72311207914,1
2007.81184035,15.3262368463,12.2215512742,-10.2276500392,4.60362622296,1
2007.34949044,-16.7074064015,-1.62958780253,-9.86590104287,6.22926063846,1
2007.74507359,-1.88399241195,7.6269860486,4.89333258761,-8.0663878562,1
2007.74530317,18.1770941847,-10.5975894747,-1.36032736131,0.118584709956,1
2007.36741507,-21.697179669,4.48367593438,-5.85834305209,4.59493935562,1
2007.86359001,30.9789172865,-14.8397171711,-8.8101170471,-7.62339037179,1
2007.95607108,28.2300545575,-8.31537361455,12.5934184158,-0.098872395851,1
2007.8815598,26.4061815515,-4.30872789123,11.8594725556,8.96356947743,1
2007.53957015,-21.7657499235,7.8388017561,9.5913681266,-2.35202020529,1
2007.98668507,22.267748292,4.64276226894,9.31038874759,-0.204376194706,1
2007.69584673,0.14748620714,4.39208337333,-5.36606072345,-3.8300001906,1
2007.92334756,24.1362882768,-3.57473695712,0.727941592645,-3.85655357104,1
2007.99682295,28.2994775622,7.39861730339,0.0417760601823,2.03133649281,1
2007.77002866,11.9954413892,-10.5193544989,1.34864696878,-9.59025136646,1
2008.01149809,33.2794352369,4.37602136479,0.0859644624713,1.97484166253,1
2007.90993969,24.2113992116,-0.581592147193,0.454159023219,-0.877032131889,1
2007.46172139,-16.8928220435,-4.45918645106,-2.03993172274,-4.27306064884,1
2007.35862146,-21.8707788164,-9.32446750583,3.00723582713,-2.80116772667,1
2007.69325356,3.12033719671,-4.48052079266,0.892423582166,-4.45944351371,1
2007.92031301,31.1177850444,-12.6056917912,0.849624923062,-2.98724187132,1
2007.42946014,-11.6971386261,-6.4165224106,0.285689579788,5.8158981181,1
2007.57837731,-10.7317985733,-0.23055827773,8.46715053529,1.35982824833,1
2007.78014889,16.1951264188,-11.3520484843,8.70456400955,-0.120436787795,1
2007.42035593,-16.8371044893,-14.1546432389,11.0182373747,-1.34925828993,1
2007.59506248,-1.76521551225,-8.33728822981,5.56127810259,1.99027749976,1
2007.76554829,14.1565392976,0.251638487624,-8.44412032274,-2.30489037351,1
2007.44709935,-21.9102173825,5.41466887076,-8.09792352614,-6.60395397446,1
2007.66128265,-6.48518276512,11.8345850522,11.5425880245,10.5005290249,1
2007.73151229,12.4714170994,0.571891889548,3.5363674428,12.6152768352,1
2007.73430516,-1.80539793913,7.62813504686,4.61947588771,-4.10169325345,1
2007.66443507,3.5094492803,6.6034233031,3.43755402504,12.7548113697,1
2007.7934243,8.34321670188,10.5825165137,3.93821032827,3.73867822196,1
2007.59811154,-1.75083752754,-4.36648304579,4.4709045983,1.9238454225,1
2008.05376068,33.2110725307,1.47529888009,4.42880005928,-1.75236848947,1
2007.38756452,-21.5200783506,12.4123898898,-9.58626812713,12.3094393949,1
2007.78013989,18.365715752,3.23996973719,-9.30817449829,8.59861503438,1
2007.88432949,27.2094964835,-9.49846429249,4.57422313849,0.353898289937,1
2007.596243,0.304382304824,-10.2301731106,10.3758182513,5.30552993103,1
2007.65675836,0.176137333797,-5.23770347058,10.8165807628,-2.65524754473,1
2007.7578876,-3.72394732736,11.8008276339,11.3640019179,-1.55892080603,1
2007.95675953,27.5148551178,4.64246460892,9.38041676429,12.7361391234,1
2007.80110321,8.21028457442,10.4392472543,-1.61503498437,-2.68884375395,1
2007.72926535,7.19764188783,-6.27072474631,10.7600925376,-1.82813891076,1
2007.76088996,19.2881169634,-13.3196607947,10.3839626455,4.96044046686,1
2008.14328891,33.2536288419,9.61147010085,10.2930655011,-2.33044178506,1
2007.79025363,8.05918638171,-6.24658974201,12.2285411081,-8.71722381344,1
2008.02468332,28.2355164666,9.41864218733,1.26754243545,-1.86744146112,1
2007.43461211,-21.8915056874,-5.27730230874,5.13266383071,-5.70965651801,1
2007.99250553,23.3574722563,14.5145184881,3.7973066468,3.44033445758,1
2007.46863792,-21.8869023978,-2.27254792427,5.05218616693,-5.69398734655,1
2007.36873102,-21.8509064322,-8.28014318073,4.98668453169,-2.68529609861,1
2007.6270153,2.17390366914,-3.59387721771,-4.39898616887,-0.786217825691,1
2007.85100562,30.2830077889,-13.5106413099,4.30438555525,5.29888275704,1
2007.67745424,8.44709402307,7.28052341748,-9.57229090383,11.7589774306,1
2007.72412062,8.23314372869,4.27925687587,-8.72474859331,0.77856748152,1
2007.7064133,16.439196209,1.24464446719,-9.52703060483,12.6133998233,1
2008.12748113,37.0647143905,7.1511757159,-8.26597330106,-8.7367053357,1
2007.58816992,-16.8009857925,3.88352971842,12.8092841763,-4.24442519704,1
2007.93283157,24.2269284275,9.20555483179,-8.83171128669,-0.504195823064,1
2007.5315499,-3.95128605722,-6.66393549304,-7.95230142899,-5.90778677929,1
2007.42361088,-21.9530358459,-0.58084072149,-7.88357236062,-7.61146294168,1
2007.41765166,-16.961461939,-9.5046403495,-3.77844905098,-6.39588759486,1
2007.68965007,11.245723058,-8.42605600284,4.4483334315,2.6971128936,1
2007.86781108,32.2814107568,-12.5204390099,4.26582557137,5.28890059906,1
2007.71482797,10.0849188829,-5.63004107881,-4.10380061874,-4.90317431517,1
2007.70901858,10.1493107925,-1.72915660518,-8.38347848897,-2.22990485355,1
2007.6046422,-1.75275621147,-6.25261277563,9.57593812926,1.28191341171,1
2007.63476458,-11.5800539312,14.7845686137,8.84415143964,5.40954806916,1
2007.47767092,-21.5906930309,6.85962300117,9.98980085366,6.67297233413,1
2008.10157014,28.3763276924,15.6307146662,9.82123124981,2.7364552445,1
2007.99955295,23.0735439556,8.28164867061,-5.17410231223,-9.27901053623,1
2007.61225085,7.43311978916,1.35396787448,-6.44216955202,12.0211770768,1
2007.93119757,21.073035967,-0.588257726985,-0.0464505365863,-7.86565638307,1
2007.60285165,-6.76902871185,7.39704055154,-6.69397643171,0.232882204415,1
