YEAR,MONTH,DAY_OF_MONTH,NEIGHBOURHOOD,Latitude,Longitude,TIME_HOUR,TIME_MINUTE,DAY_OF_WEEK,CLASSIFICATION
370141,2012,4,14,Fairview,49.26161916,-123.1175287,20,30,5,-1
46975,2003,9,22,Fairview,49.25795944,-123.1349984,6,15,0,-1
335610,2011,5,13,Fairview,49.26353163,-123.1317864,18,0,4,-1
246262,2008,10,30,Shaughnessy,49.23987696,-123.1438666,17,0,3,-1
353897,2012,11,1,South Cambie,49.25679305,-123.1200692,13,50,3,-1
405927,2013,9,23,Mount Pleasant,49.26454397,-123.100236,21,0,0,-1
150268,2006,12,9,Grandview-Woodland,49.27853447,-123.0741206,6,20,5,-1
372546,2012,6,20,Riley Park,49.24312656,-123.1087501,14,0,2,-1
466420,2015,5,21,West End,49.2810717,-123.1344576,20,0,3,-1
345126,2011,7,7,Kitsilano,49.26482709,-123.1611183,8,0,3,-1
5135,2003,10,8,West End,49.28591022,-123.1269698,12,30,2,-1
440104,2014,9,1,Renfrew-Collingwood,49.25819314,-123.0417244,0,0,0,-1
26645,2003,8,9,Mount Pleasant,49.25717916,-123.0887813,13,19,5,-1
209037,2007,12,3,Kitsilano,49.27157162,-123.1574562,17,0,0,-1
355548,2012,4,20,Central Business District,49.28528639,-123.1199165,14,45,4,-1
61292,2004,10,18,Kitsilano,49.27120703,-123.1815623,22,30,0,-1
217096,2007,5,4,Central Business District,49.2777659,-123.1157443,4,1,4,-1
421346,2014,9,23,Shaughnessy,49.24009055,-123.154292,17,0,1,-1
155722,2006,3,1,Mount Pleasant,49.26223142,-123.1118705,21,0,2,-1
243679,2008,3,8,Mount Pleasant,49.26019516,-123.1011564,17,0,5,-1
85134,2004,5,13,Grandview-Woodland,49.27632672,-123.0715101,10,30,3,-1
503461,2016,2,1,Mount Pleasant,49.26524505,-123.0870348,15,8,0,-1
55623,2004,9,14,Mount Pleasant,49.26433246,-123.0890803,0,0,1,-1
244837,2008,11,9,Shaughnessy,49.24833224,-123.139149,5,0,6,-1
433728,2014,7,18,Renfrew-Collingwood,49.24064788,-123.0468375,23,55,4,-1
359544,2012,3,25,Victoria-Fraserview,49.21680069,-123.0620118,2,20,6,-1
315122,2010,4,13,Hastings-Sunrise,49.27666485,-123.0455717,0,0,1,-1
216066,2007,2,2,Mount Pleasant,49.2665178,-123.1035915,18,0,4,-1
16552,2003,3,24,West End,49.27683254,-123.1347679,10,30,0,-1
135583,2005,11,5,Fairview,49.26334667,-123.1254217,18,45,5,-1
503564,2016,7,14,Fairview,49.26326004,-123.1155994,15,33,3,-1
69222,2004,8,12,Marpole,49.20657048,-123.117338,17,15,3,-1
100387,2005,10,5,Renfrew-Collingwood,49.26112725,-123.046981,12,45,2,-1
95344,2004,8,9,Hastings-Sunrise,49.28111582,-123.0362496,11,0,0,-1
416784,2014,5,7,Central Business District,49.28439146,-123.1172833,17,57,2,-1
324452,2011,11,14,Grandview-Woodland,49.28927953,-123.057429,22,1,0,-1
134069,2005,7,11,Grandview-Woodland,49.27660399,-123.0655257,3,47,0,-1
188224,2007,9,4,West End,49.28283125,-123.1235833,7,10,1,-1
186467,2007,3,18,Grandview-Woodland,49.283248,-123.0737463,23,32,6,-1
229970,2008,8,17,Mount Pleasant,49.27232596,-123.1019171,12,30,6,-1
285472,2009,1,18,Strathcona,49.27930942,-123.0926636,17,0,6,-1
145204,2006,1,13,Sunset,49.21291399,-123.0810662,18,30,4,-1
115448,2005,6,25,Central Business District,49.28654814,-123.1138709,19,0,5,-1
497517,2016,5,18,Mount Pleasant,49.26455057,-123.0961779,23,0,2,-1
200107,2007,6,1,Renfrew-Collingwood,49.24784514,-123.030101,20,0,4,-1
171133,2006,2,4,Killarney,49.2076836,-123.0245947,7,20,5,-1
504193,2016,9,23,Mount Pleasant,49.26426527,-123.0859798,16,25,4,-1
474494,2015,3,21,Killarney,49.21547129,-123.0420048,17,0,5,-1
512517,2016,3,18,Central Business District,49.2808614,-123.1062043,21,0,4,-1
490911,2016,10,26,West End,49.28365399,-123.1232918,7,5,2,-1
84538,2004,10,14,Kensington-Cedar Cottage,49.23345996,-123.0812332,11,0,3,-1
404827,2013,12,29,Mount Pleasant,49.26481982,-123.1146821,23,24,6,-1
449741,2015,1,13,Riley Park,49.24807428,-123.101049,17,0,1,-1
32728,2003,10,20,Central Business District,49.28335131,-123.1109423,0,0,0,-1
435732,2014,12,10,Dunbar-Southlands,49.24133539,-123.1751187,4,15,2,-1
360145,2012,3,2,Fairview,49.26155339,-123.1315674,23,0,4,-1
282836,2009,3,18,Central Business District,49.2810028,-123.1069938,5,0,2,-1
189285,2007,7,23,Kensington-Cedar Cottage,49.24783742,-123.0826165,18,0,0,-1
160682,2006,11,1,Central Business District,49.28306541,-123.1134853,8,15,2,-1
29275,2003,7,19,Central Business District,49.28471033,-123.1110101,12,28,5,-1
195060,2007,7,16,Hastings-Sunrise,49.28295479,-123.0564364,18,43,0,-1
97177,2004,12,28,Central Business District,49.28306541,-123.1134853,18,0,1,-1
499556,2016,9,2,Kerrisdale,49.22842886,-123.1435962,21,30,4,-1
124726,2005,8,25,Renfrew-Collingwood,49.23663057,-123.0284473,20,0,3,-1
127929,2005,12,17,Kitsilano,49.26759662,-123.1836139,0,11,5,-1
82851,2004,6,16,West End,49.28773783,-123.1362369,10,37,2,-1
292369,2010,8,2,Central Business District,49.27865162,-123.1297496,19,49,0,-1
137678,2005,12,28,Renfrew-Collingwood,49.23776503,-123.049342,18,0,2,-1
217208,2007,9,28,Central Business District,49.28527992,-123.1159394,23,0,4,-1
317555,2010,12,7,Central Business District,49.28843406,-123.1237612,19,36,1,-1
495238,2016,11,8,Fairview,49.26044114,-123.1176295,19,0,1,-1
188708,2007,8,27,Riley Park,49.25184445,-123.0939048,17,37,0,-1
500207,2016,1,12,Grandview-Woodland,49.27562129,-123.0675055,0,1,1,-1
441520,2015,12,14,Riley Park,49.24480869,-123.0961496,17,0,0,-1
427471,2014,5,12,Riley Park,49.24875813,-123.0967044,23,0,0,-1
165244,2006,3,1,Renfrew-Collingwood,49.24369838,-123.0565997,9,0,2,-1
52642,2004,3,26,Killarney,49.21790252,-123.0291959,6,30,4,-1
445329,2015,6,29,Central Business District,49.28347334,-123.1042229,12,15,0,-1
489038,2016,8,6,Hastings-Sunrise,49.27821526,-123.0249375,21,35,5,-1
55277,2004,4,12,West End,49.2905609,-123.142627,18,0,0,-1
254380,2008,3,6,Strathcona,49.28313724,-123.0945367,11,0,3,-1
376344,2012,2,1,Central Business District,49.28217849,-123.1244061,9,0,2,-1
305978,2010,6,8,Sunset,49.21303937,-123.0880893,19,30,1,-1
478235,2016,11,6,Marpole,49.20720634,-123.1239049,7,26,6,-1
445285,2015,3,25,Stanley Park,49.2995888,-123.135836,16,59,2,-1
422531,2014,5,1,Mount Pleasant,49.26274759,-123.0971192,13,42,3,-1
441838,2015,11,17,Mount Pleasant,49.26254633,-123.0929016,21,10,1,-1
126573,2005,1,26,West End,49.29006853,-123.1407762,3,0,2,-1
60919,2004,12,21,Fairview,49.26167044,-123.1387002,18,0,1,-1
374952,2012,5,31,Killarney,49.21788282,-123.028456,11,2,3,-1
204531,2007,7,20,West End,49.28580837,-123.139481,16,18,4,-1
478737,2016,1,23,Central Business District,49.27928622,-123.102155,21,0,5,-1
416706,2014,3,1,Central Business District,49.27823318,-123.099862,16,0,5,-1
319057,2010,10,28,Central Business District,49.2836623,-123.1053466,9,0,3,-1
313844,2010,10,2,Shaughnessy,49.24191246,-123.1436798,20,0,5,-1
75462,2004,6,9,Marpole,49.21403909,-123.1142016,13,15,2,-1
96932,2004,12,1,Kerrisdale,49.22872146,-123.1434604,16,0,2,-1
449482,2015,12,15,Renfrew-Collingwood,49.24758729,-123.056591,5,54,1,-1
27012,2003,10,2,Renfrew-Collingwood,49.25640046,-123.0325461,14,30,3,-1
151759,2006,6,5,Sunset,49.22856069,-123.1029132,17,0,0,-1
456697,2015,11,30,Dunbar-Southlands,49.24331075,-123.1925793,0,25,0,-1
9319,2003,1,24,Kitsilano,49.2659551,-123.1818973,22,0,4,-1
69958,2004,5,23,Renfrew-Collingwood,49.23416621,-123.0359302,23,25,6,-1
525240,2017,7,4,Central Business District,49.28246311,-123.1070601,15,15,1,-1
260233,2009,10,8,Fairview,49.2605901,-123.1232357,6,30,3,-1
75800,2004,7,3,Kerrisdale,49.22138242,-123.1751462,20,0,5,-1
380362,2013,4,14,Killarney,49.22076391,-123.0353408,20,0,6,-1
427871,2014,8,5,Fairview,49.2641451,-123.1149446,18,10,1,-1
521913,2017,1,13,Dunbar-Southlands,49.24521927,-123.1728485,19,30,4,-1
372105,2012,3,8,Mount Pleasant,49.2592228,-123.0971407,2,30,3,-1
213948,2007,5,22,Central Business District,49.27861726,-123.1156925,3,11,1,-1
213539,2007,6,6,Strathcona,49.27850549,-123.0981472,13,35,2,-1
132521,2005,3,23,Hastings-Sunrise,49.28563416,-123.0264109,1,0,2,-1
410157,2014,7,1,Mount Pleasant,49.25654527,-123.0984395,22,0,1,-1
8689,2003,7,24,Sunset,49.20709688,-123.1004614,22,30,3,-1
509190,2016,12,14,Riley Park,49.25470414,-123.0975782,16,20,2,-1
286386,2009,1,24,Killarney,49.20710708,-123.0476351,15,0,5,-1
392257,2013,7,11,Mount Pleasant,49.26057168,-123.0788953,13,0,3,-1
479459,2016,2,26,Mount Pleasant,49.26749328,-123.0959366,3,19,4,-1
526959,2017,4,29,Mount Pleasant,49.2701578,-123.1093433,8,51,5,-1
268237,2009,8,24,Grandview-Woodland,49.2830506,-123.0610333,1,42,0,-1
167497,2006,1,7,South Cambie,49.24233283,-123.127732,5,55,5,-1
486211,2016,1,15,Kitsilano,49.26178825,-123.145949,15,30,4,-1
111364,2005,12,12,Kensington-Cedar Cottage,49.24033848,-123.0763016,11,0,0,-1
163956,2006,5,29,Mount Pleasant,49.25909613,-123.1069381,17,30,0,-1
429768,2014,8,21,West End,49.29063743,-123.1342377,11,24,3,-1
221793,2007,6,17,Central Business District,49.27637411,-123.1000075,0,30,6,-1
443250,2015,3,21,Central Business District,49.27860141,-123.1220114,21,0,5,-1
458220,2015,9,13,Central Business District,49.2824676,-123.1070582,13,35,6,-1
376315,2012,3,6,Central Business District,49.27589093,-123.1336782,18,55,1,-1
82484,2004,1,22,Oakridge,49.230209,-123.1292153,17,0,3,-1
421246,2014,10,8,Fairview,49.26618298,-123.1384685,6,0,2,-1
135173,2005,3,13,Kerrisdale,49.22057871,-123.1437198,1,15,6,-1
358181,2012,11,16,Central Business District,49.28133919,-123.1127959,0,0,4,-1
134934,2005,3,29,West End,49.29110189,-123.1349709,17,36,1,-1
54938,2004,2,1,Kensington-Cedar Cottage,49.24666994,-123.0584399,17,0,6,-1
276117,2009,9,26,Central Business District,49.27413161,-123.1248732,10,10,5,-1
351472,2012,7,28,Central Business District,49.27917084,-123.1230735,1,30,5,-1
56245,2004,1,9,Central Business District,49.28121313,-123.1161914,17,0,4,-1
519772,2017,7,5,Kensington-Cedar Cottage,49.24903607,-123.0685449,22,30,2,-1
83530,2004,2,15,South Cambie,49.23608085,-123.1163304,11,45,6,-1
247600,2008,5,19,Renfrew-Collingwood,49.25064874,-123.0341074,7,15,0,-1
396120,2013,9,27,Mount Pleasant,49.26524505,-123.0870348,15,0,4,-1
475964,2016,10,4,Central Business District,49.28143969,-123.1021325,7,48,1,-1
11002,2003,2,11,Kitsilano,49.26912839,-123.1570937,7,39,1,-1
97905,2004,6,6,Victoria-Fraserview,49.22831593,-123.0717285,9,0,6,-1
224278,2008,9,26,Central Business District,49.28135747,-123.1021365,5,15,4,-1
103273,2005,5,18,West Point Grey,49.25903334,-123.19727,22,30,2,-1
128456,2005,12,14,Central Business District,49.2831571,-123.1210788,14,30,2,-1
291630,2010,2,27,Central Business District,49.28082781,-123.1207214,17,45,5,-1
423350,2014,12,6,Central Business District,49.27964688,-123.1204141,19,30,5,-1
354688,2012,9,19,West Point Grey,49.27525288,-123.2197451,20,2,2,-1
321017,2010,11,4,Riley Park,49.25663728,-123.1070469,17,30,3,-1
228674,2008,8,9,Central Business District,49.28202251,-123.1209311,16,25,5,-1
49718,2003,4,6,Central Business District,49.28229119,-123.1183292,10,5,6,-1
224426,2008,1,1,Kitsilano,49.27144451,-123.1574602,10,0,1,-1
354072,2012,8,3,South Cambie,49.2531821,-123.1153021,9,0,4,-1
69199,2004,7,23,Marpole,49.20819504,-123.1303315,4,0,4,-1
123566,2005,4,19,Central Business District,49.28306541,-123.1134853,13,0,1,-1
37885,2003,7,11,Central Business District,49.28627866,-123.1122959,16,55,4,-1
90278,2004,9,30,Grandview-Woodland,49.27139847,-123.0727528,8,0,3,-1
241974,2008,4,13,Mount Pleasant,49.2592671,-123.1010791,3,0,6,-1
254086,2008,6,7,Arbutus Ridge,49.24577996,-123.1650217,7,0,5,-1
504016,2016,5,1,Central Business District,49.27962767,-123.0997945,8,0,6,-1
100888,2005,7,6,Central Business District,49.28994954,-123.1285681,9,0,2,-1
125492,2005,3,24,Kerrisdale,49.22741586,-123.1823316,1,30,3,-1
179490,2006,12,4,Mount Pleasant,49.25886204,-123.1011827,20,37,0,-1
501236,2016,3,5,Hastings-Sunrise,49.28120469,-123.0524402,18,3,5,-1
337621,2011,2,18,Sunset,49.23105339,-123.0970607,18,0,4,-1
97520,2004,4,8,Hastings-Sunrise,49.27961037,-123.0494011,18,10,3,-1
53707,2004,3,31,Kensington-Cedar Cottage,49.2337478,-123.0860855,22,30,2,-1
513234,2017,6,18,Hastings-Sunrise,49.26291373,-123.0414899,7,29,6,-1
339191,2011,9,28,Central Business District,49.28697014,-123.1189249,10,0,2,-1
395183,2013,7,4,Killarney,49.219977,-123.0379081,22,0,3,-1
63358,2004,7,18,Strathcona,49.27666571,-123.0997224,13,5,6,-1
188515,2007,5,19,West End,49.28571262,-123.1395122,20,4,5,-1
82840,2004,11,24,West End,49.28408818,-123.1358161,17,0,2,-1
347324,2011,11,26,South Cambie,49.25341794,-123.1190361,22,0,5,-1
280441,2009,11,7,Central Business District,49.27346946,-123.1182996,12,0,5,-1
241903,2008,2,5,West End,49.28928029,-123.1321607,14,45,1,-1
350705,2012,12,21,Mount Pleasant,49.26579958,-123.1144051,6,15,4,-1
406019,2013,12,6,West End,49.29193027,-123.142668,12,0,4,-1
312607,2010,7,20,West End,49.28393355,-123.1237256,20,21,1,-1
365866,2012,5,27,Central Business District,49.27720796,-123.120215,15,45,6,-1
356563,2012,9,7,Kerrisdale,49.23356395,-123.1513707,23,0,4,-1
101940,2005,7,1,Central Business District,49.28595313,-123.1233998,16,15,4,-1
443599,2015,12,30,Fairview,49.26583626,-123.1212238,20,0,2,-1
439997,2014,9,7,South Cambie,49.25264697,-123.1266455,22,0,6,-1
270654,2009,12,6,Strathcona,49.27160996,-123.0933736,15,0,6,-1
325377,2011,7,30,Kensington-Cedar Cottage,49.24670619,-123.0635514,8,20,5,-1
99855,2005,7,17,Victoria-Fraserview,49.23122843,-123.06124,23,0,6,-1
235367,2008,9,22,Sunset,49.22345017,-123.0849269,9,30,0,-1
167735,2006,10,17,Hastings-Sunrise,49.28120643,-123.0537331,14,52,1,-1
75980,2004,4,1,Central Business District,49.28253947,-123.1181426,20,30,3,-1
257122,2008,4,12,Central Business District,49.28094151,-123.1071279,11,47,5,-1
93379,2004,8,30,Riley Park,49.25114688,-123.1124282,16,30,0,-1
520260,2017,7,4,Riley Park,49.24760347,-123.0920044,1,0,1,-1
166993,2006,11,6,Kitsilano,49.27173473,-123.179697,15,0,0,-1
498560,2016,8,17,Mount Pleasant,49.26063924,-123.0961094,22,15,2,-1
180913,2006,9,8,Renfrew-Collingwood,49.25808729,-123.0336354,12,0,4,-1
54779,2004,6,4,West End,49.28578211,-123.1265757,16,41,4,-1
83972,2004,12,27,Mount Pleasant,49.26916193,-123.1045921,20,0,0,-1
300211,2010,6,26,Marpole,49.21667246,-123.1170704,0,0,5,-1
63835,2004,12,16,Renfrew-Collingwood,49.25150917,-123.0520846,6,0,3,-1
188983,2007,8,15,Riley Park,49.25479318,-123.0980067,18,4,2,-1
215256,2007,8,4,Hastings-Sunrise,49.28111434,-123.0443584,6,10,5,-1
348517,2011,2,6,Central Business District,49.28248082,-123.1182307,13,38,6,-1
517180,2017,4,11,Marpole,49.20977836,-123.1273798,20,0,1,-1
171653,2006,4,3,Sunset,49.21763739,-123.1013703,22,30,0,-1
517160,2017,5,18,Grandview-Woodland,49.27835053,-123.0618732,12,0,3,-1
24220,2003,1,15,Kensington-Cedar Cottage,49.25498732,-123.0862531,0,0,2,-1
208587,2007,9,22,Central Business District,49.27832452,-123.1281693,23,30,5,-1
180724,2006,2,24,Central Business District,49.28276102,-123.1176182,10,58,4,-1
182485,2006,6,21,Fairview,49.2589249,-123.1314859,14,11,2,-1
39469,2003,12,25,Kitsilano,49.26484754,-123.1619976,1,0,3,-1
477357,2016,2,27,Shaughnessy,49.2442714,-123.1329826,17,20,5,-1
107890,2005,6,2,Dunbar-Southlands,49.24710703,-123.1723499,15,0,3,-1
306910,2010,5,26,Hastings-Sunrise,49.27829866,-123.027635,12,0,2,-1
346606,2011,4,24,Kensington-Cedar Cottage,49.2333635,-123.0904815,14,27,6,-1
115681,2005,12,8,Kensington-Cedar Cottage,49.25863061,-123.0640458,17,0,3,-1
195571,2007,5,27,Kerrisdale,49.2276516,-123.1547198,18,0,6,-1
25821,2003,5,18,Central Business District,49.28174168,-123.1171767,21,0,6,-1
495842,2016,1,15,Strathcona,49.27250791,-123.0986254,16,20,4,-1
432919,2014,9,7,Renfrew-Collingwood,49.2582096,-123.0264862,9,56,6,-1
359601,2012,3,23,Central Business District,49.28414268,-123.1170787,22,25,4,-1
214699,2007,5,7,Central Business District,49.28363237,-123.1093842,19,30,0,-1
369753,2012,7,24,Fairview,49.26437803,-123.1336304,19,0,1,-1
220194,2007,12,30,Central Business District,49.28717282,-123.1149943,18,0,6,-1
159542,2006,9,19,Kitsilano,49.26647435,-123.1600416,18,0,1,-1
169372,2006,4,14,Kensington-Cedar Cottage,49.25363582,-123.0870504,22,0,4,-1
483161,2016,9,5,West End,49.28792648,-123.1300502,19,0,0,-1
189551,2007,6,9,Victoria-Fraserview,49.21101239,-123.0769791,13,30,5,-1
153089,2006,1,21,Central Business District,49.28734757,-123.1234777,17,0,5,-1
205938,2007,11,13,Renfrew-Collingwood,49.23383624,-123.0586449,1,0,1,-1
508194,2016,10,26,Riley Park,49.2425334,-123.1025781,4,30,2,-1
76041,2004,4,16,Stanley Park,49.30082343,-123.1302463,17,59,4,-1
132126,2005,2,27,Kitsilano,49.26676027,-123.1778489,17,30,6,-1
152938,2006,12,3,West End,49.28141234,-123.1295901,22,30,6,-1
470546,2015,8,22,Stanley Park,49.31040379,-123.1373249,22,30,5,-1
334540,2011,8,18,Fairview,49.26347965,-123.1286636,0,0,3,-1
467825,2015,8,27,Mount Pleasant,49.26945393,-123.1027727,22,0,3,-1
501565,2016,3,10,Central Business District,49.28119277,-123.1080612,21,34,3,-1
319018,2010,12,1,Riley Park,49.25581965,-123.1150538,14,2,2,-1
503733,2016,8,8,Central Business District,49.28596616,-123.1128568,10,0,0,-1
61577,2004,10,10,Kensington-Cedar Cottage,49.25858848,-123.0639501,0,36,6,-1
352820,2012,8,11,Kitsilano,49.26860724,-123.1820748,20,0,5,-1
159296,2006,11,1,Central Business District,49.27832452,-123.1281693,13,0,2,-1
377266,2012,12,17,Central Business District,49.27408835,-123.1214876,12,0,0,-1
177807,2006,12,30,Central Business District,49.27629108,-123.1216738,20,48,5,-1
349656,2011,2,10,Grandview-Woodland,49.27399814,-123.0772317,8,30,3,-1
244555,2008,4,4,Strathcona,49.27079489,-123.1004772,8,0,4,-1
513822,2017,3,16,Dunbar-Southlands,49.24529289,-123.1928833,12,0,3,-1
373306,2012,8,27,Arbutus Ridge,49.23736675,-123.1625814,23,0,0,-1
439235,2014,6,12,Grandview-Woodland,49.27579612,-123.0684942,22,0,3,-1
385387,2013,8,26,Kitsilano,49.27350939,-123.1616731,6,44,0,-1
271566,2009,5,8,Strathcona,49.28025842,-123.0902774,16,45,4,-1
406283,2013,1,22,Central Business District,49.28215753,-123.1165515,16,30,1,-1
491448,2016,3,21,Strathcona,49.27916521,-123.0831074,23,0,0,-1
344675,2011,6,20,Sunset,49.21370886,-123.0881218,3,0,0,-1
227583,2008,2,15,Mount Pleasant,49.26335544,-123.0858186,16,0,4,-1
502384,2016,1,13,Central Business District,49.28441304,-123.1133248,5,0,2,-1
466362,2015,6,9,Oakridge,49.23358553,-123.1201479,15,34,1,-1
302378,2010,2,16,West End,49.2856478,-123.1242673,18,55,1,-1
383680,2013,7,11,Fairview,49.26357572,-123.1411482,11,41,3,-1
13876,2003,11,28,Grandview-Woodland,49.28112783,-123.0567041,16,30,4,-1
323816,2011,7,30,Hastings-Sunrise,49.27653898,-123.0299758,22,30,5,-1
212989,2007,5,24,Central Business District,49.28578454,-123.1130433,11,15,3,-1
298125,2010,6,28,Kitsilano,49.26848635,-123.1734775,19,30,0,-1
453022,2015,6,23,Renfrew-Collingwood,49.25882502,-123.0319365,15,30,1,-1
335309,2011,8,18,Fairview,49.26405336,-123.1150262,7,15,3,-1
100719,2005,12,9,Kerrisdale,49.23190084,-123.15728,12,0,4,-1
423246,2014,8,5,Central Business District,49.2807224,-123.1187972,7,30,1,-1
338287,2011,9,24,Hastings-Sunrise,49.27583855,-123.0334865,21,38,5,-1
522978,2017,6,25,Renfrew-Collingwood,49.25820969,-123.0264778,9,15,6,-1
226908,2008,7,13,Fairview,49.26261753,-123.1398288,9,0,6,-1
496966,2016,3,5,Central Business District,49.28822697,-123.1182007,10,0,5,-1
136671,2005,4,27,Marpole,49.20701209,-123.134009,21,30,2,-1
53836,2004,1,16,Kensington-Cedar Cottage,49.25631318,-123.0854557,20,0,4,-1
504708,2016,10,25,Central Business District,49.28127493,-123.1089896,6,30,1,-1
521815,2017,2,10,Grandview-Woodland,49.26771435,-123.0618709,20,30,4,-1
211100,2007,1,5,Hastings-Sunrise,49.27283132,-123.0275584,20,20,4,-1
18312,2003,2,22,West End,49.29048883,-123.1340031,0,10,5,-1
222021,2007,1,6,Central Business District,49.28124642,-123.1239709,21,30,5,-1
184857,2006,4,18,Renfrew-Collingwood,49.23206908,-123.0295287,0,15,1,-1
529181,2017,5,18,Grandview-Woodland,49.27294531,-123.062723,22,30,3,-1
314117,2010,8,8,Central Business District,49.27807419,-123.1189092,17,0,6,-1
258143,2008,1,14,Kitsilano,49.26823899,-123.1579181,13,17,0,-1
241311,2008,8,11,Kensington-Cedar Cottage,49.23734277,-123.0654993,17,0,0,-1
175356,2006,4,18,Central Business District,49.28077656,-123.1057306,17,23,1,-1
520765,2017,3,21,Central Business District,49.27877961,-123.1077025,16,5,1,-1
446945,2015,6,27,Kitsilano,49.27258319,-123.1574792,22,0,5,-1
467481,2015,3,25,Fairview,49.26366582,-123.141539,7,10,2,-1
219491,2007,1,9,Central Business District,49.28331594,-123.1131054,3,37,1,-1
177878,2006,5,27,Central Business District,49.27917932,-123.1037083,16,20,5,-1
196621,2007,10,6,Renfrew-Collingwood,49.24126845,-123.0272397,16,0,5,-1
421715,2014,12,15,West End,49.28217234,-123.1245969,20,23,0,-1
247238,2008,8,10,West End,49.28937218,-123.1301375,16,0,6,-1
517106,2017,4,21,Mount Pleasant,49.26930818,-123.1028066,18,30,4,-1
348852,2011,11,13,Kensington-Cedar Cottage,49.24413343,-123.0802253,13,0,6,-1
213634,2007,1,26,Renfrew-Collingwood,49.25815189,-123.0456606,1,30,4,-1
367947,2012,6,1,West End,49.28622283,-123.1265405,19,26,4,-1
400566,2013,11,25,Hastings-Sunrise,49.28119288,-123.0333694,0,0,0,-1
346405,2011,12,27,Victoria-Fraserview,49.22144456,-123.05737,2,0,1,-1
422709,2014,11,7,Grandview-Woodland,49.26240491,-123.0741339,22,45,4,-1
8373,2003,2,6,Kensington-Cedar Cottage,49.24547457,-123.0678071,23,30,3,-1
424894,2014,11,23,Strathcona,49.2740882,-123.0985022,6,30,6,-1
32462,2003,7,10,Hastings-Sunrise,49.28769391,-123.0518171,23,40,3,-1
497170,2016,2,22,Grandview-Woodland,49.27116754,-123.0695684,13,47,0,-1
311524,2010,8,4,Kitsilano,49.2649715,-123.1703742,21,0,2,-1
523177,2017,4,15,Grandview-Woodland,49.28220976,-123.0726381,22,0,5,-1
272329,2009,5,10,Renfrew-Collingwood,49.25816372,-123.0369859,12,53,6,-1
109912,2005,11,16,West End,49.28312638,-123.1419082,18,0,2,-1
276821,2009,5,12,Mount Pleasant,49.25886204,-123.1011827,14,29,1,-1
175871,2006,7,12,Central Business District,49.28245092,-123.1182643,18,4,2,-1
273539,2009,2,9,Grandview-Woodland,49.27116754,-123.0695684,13,38,0,-1
213774,2007,9,24,Riley Park,49.25280819,-123.1100223,2,39,0,-1
423714,2014,5,12,Sunset,49.22058779,-123.0896795,21,30,0,-1
322913,2011,3,9,Kitsilano,49.2642428,-123.1806756,16,0,2,-1
156849,2006,8,25,West End,49.28597311,-123.1269582,14,0,4,-1
459753,2015,12,24,West End,49.29341436,-123.1384772,14,0,3,-1
481152,2016,6,4,Central Business District,49.2831951,-123.1021232,1,25,5,-1
208063,2007,9,6,Central Business District,49.28655643,-123.117889,9,39,3,-1
251238,2008,9,18,Sunset,49.22956179,-123.1015683,18,0,3,-1
99201,2004,5,13,Fairview,49.26499882,-123.1186956,18,0,3,-1
72245,2004,5,11,Fairview,49.26418945,-123.1149418,13,34,1,-1
161903,2006,7,15,West End,49.28463875,-123.1249982,19,0,5,-1
379368,2013,9,14,Renfrew-Collingwood,49.24405257,-123.03401,0,0,5,-1
369468,2012,12,11,Fairview,49.25985112,-123.1382844,18,0,1,-1
312199,2010,4,28,Central Business District,49.28113057,-123.1260445,8,10,2,-1
90799,2004,10,3,Renfrew-Collingwood,49.25470892,-123.0364282,22,0,6,-1
162845,2006,5,1,Sunset,49.22548805,-123.0943195,6,50,0,-1
11258,2003,7,4,Fairview,49.26324592,-123.1198334,22,0,4,-1
15960,2003,8,27,West End,49.27902221,-123.1334778,21,30,2,-1
462024,2015,1,5,Victoria-Fraserview,49.21445049,-123.0643168,19,30,0,-1
502223,2016,1,30,Central Business District,49.27920839,-123.1020803,23,0,5,-1
387427,2013,1,19,Grandview-Woodland,49.28484449,-123.0603648,5,26,5,-1
347744,2011,1,20,Renfrew-Collingwood,49.23654926,-123.0543038,18,42,3,-1
250079,2008,11,16,Dunbar-Southlands,49.254737,-123.1875186,14,0,6,-1
389385,2013,1,21,Grandview-Woodland,49.28394499,-123.057334,16,0,0,-1
220964,2007,8,13,Marpole,49.21327055,-123.145114,12,45,0,-1
139096,2005,12,17,Grandview-Woodland,49.2766061,-123.0674837,23,55,5,-1
146157,2006,4,29,Marpole,49.20448211,-123.1390801,17,45,5,-1
144051,2006,11,10,Strathcona,49.27906194,-123.0970752,18,44,4,-1
451215,2015,3,22,Marpole,49.2132813,-123.1225582,18,30,6,-1
464592,2015,8,1,West End,49.28291555,-123.1414549,13,30,5,-1
303931,2010,4,4,Central Business District,49.28032672,-123.1076716,23,0,6,-1
197202,2007,3,10,Mount Pleasant,49.26011241,-123.0967285,0,53,5,-1
39590,2003,11,10,Hastings-Sunrise,49.26290923,-123.0521446,22,0,0,-1
183520,2006,10,19,Kitsilano,49.26731134,-123.1818181,16,0,3,-1
133751,2005,5,6,Central Business District,49.28229119,-123.1183292,17,13,4,-1
257781,2008,1,12,Marpole,49.20679632,-123.1346047,18,0,5,-1
314678,2010,12,30,Arbutus Ridge,49.23477013,-123.1675902,15,0,3,-1
277349,2009,5,28,Kensington-Cedar Cottage,49.24848115,-123.0769766,8,0,3,-1
