YEAR,MONTH,DAY_OF_MONTH,Latitude,Longitude,TIME_HOUR,TIME_MINUTE,DAY_OF_WEEK,CLASSIFICATION,NEIGHBOURHOOD
2010,12,6,49.28444319,-123.10929509999998,14,30,0,1,1
2012,12,12,49.27852337,-123.0994389,12,0,2,1,19
2009,4,21,49.25188655,-123.1797893,19,0,1,1,2
2010,8,21,49.27603047,-123.1015811,23,0,5,1,1
2014,10,14,49.25649953,-123.0983784,16,30,1,1,15
2006,9,24,49.2820744,-123.06278640000001,21,0,6,1,4
2005,8,19,49.25886129,-123.0908311,0,0,4,1,11
2008,3,22,49.28319759,-123.10205459999999,19,30,5,1,1
2016,6,28,49.2813727,-123.1197203,12,45,1,1,1
2014,8,9,49.21061684,-123.12545949999999,8,30,5,1,10
2004,4,23,49.28099947,-123.12640859999999,22,0,4,1,22
2008,9,20,49.26727685,-123.1006953,23,30,5,1,11
2014,1,10,49.24034206,-123.16578319999999,16,0,4,1,0
2007,2,12,49.27294775,-123.1227767,19,30,0,1,1
2007,4,24,49.20928304,-123.1484342,19,0,1,1,10
2016,6,8,49.24381763,-123.1785835,9,13,2,1,2
2006,2,15,49.23090854,-123.15590729999998,1,30,2,1,7
2004,4,7,49.28276102,-123.11761820000001,17,4,2,1,1
2010,10,24,49.28200189,-123.10719399999999,18,30,6,1,1
2016,7,24,49.2838963,-123.10668170000001,13,0,6,1,1
2003,10,10,49.26542254,-123.0987605,17,0,4,1,11
2006,5,31,49.23153987,-123.0373493,9,0,2,1,8
2010,3,11,49.26850682,-123.17588190000001,23,0,3,1,9
2017,1,9,49.28110175,-123.03113390000001,20,0,0,1,5
2004,6,12,49.25603738,-123.12719609999999,23,30,5,1,17
2009,10,14,49.28328193,-123.122804,19,45,2,1,22
2014,9,17,49.28626418,-123.1252433,17,30,2,1,22
2008,8,2,49.28401973,-123.1138301,19,0,5,1,1
2011,3,30,49.23997203,-123.1424233,6,0,2,1,16
2005,11,12,49.28112889,-123.1162308,21,30,5,1,1
2012,7,25,49.24879701,-123.0604174,18,0,2,1,6
2015,12,6,49.25597359,-123.1276157,8,15,6,1,16
2005,9,23,49.23362148,-123.1538486,18,0,4,1,7
2007,4,20,49.28119273,-123.0676565,13,34,4,1,4
2008,1,31,49.21808552,-123.12605649999999,17,45,3,1,10
2003,5,17,49.2760975,-123.12776219999999,21,0,5,1,1
2005,12,8,49.2632947,-123.11989479999998,22,0,3,1,3
2003,7,23,49.25211019,-123.1008176,19,0,2,1,15
2007,9,29,49.27034943,-123.0716265,16,0,5,1,4
2006,10,2,49.26720372,-123.1066156,13,40,0,1,11
2012,6,6,49.28230567,-123.10251640000001,12,30,2,1,1
2012,6,27,49.24017603,-123.0788501,22,30,2,1,6
2006,10,13,49.22979132,-123.07431389999999,16,0,4,1,21
2003,12,4,49.27727283,-123.12976090000002,15,25,3,1,1
2006,11,17,49.27760585,-123.12740430000001,20,0,4,1,1
2009,12,28,49.27970905,-123.0645345,21,0,0,1,4
2003,6,13,49.26204594,-123.04847679999999,16,0,4,1,5
2004,8,2,49.28908016,-123.13610030000001,15,45,0,1,22
2014,11,4,49.2582096,-123.0264862,21,18,1,1,14
2011,6,14,49.27116754,-123.06956840000001,17,37,1,1,4
2014,7,9,49.28269146,-123.13038390000001,2,0,2,1,22
2015,7,2,49.26610951,-123.13618390000002,21,0,3,1,3
2003,1,6,49.28514226,-123.12411170000001,14,0,0,1,22
2014,11,18,49.28268791,-123.1022722,12,0,1,1,1
2014,12,14,49.28522696,-123.12572320000001,16,45,6,1,22
2015,10,12,49.28182573,-123.11713859999999,6,30,0,1,1
2016,2,21,49.28580837,-123.139481,10,56,6,1,22
2008,6,7,49.27575004,-123.1225915,15,0,5,1,1
2004,3,26,49.26953561,-123.07064540000002,17,30,4,1,4
2015,9,8,49.27715744,-123.1037529,7,0,1,1,1
2016,8,22,49.28225756,-123.1327288,13,8,0,1,22
2005,3,19,49.25056885,-123.03897830000001,3,0,5,1,14
2015,9,5,49.26780686,-123.07693200000001,22,0,5,1,4
2007,5,12,49.28276102,-123.11761820000001,18,0,5,1,1
2016,1,19,49.27799555,-123.1153862,23,0,1,1,1
2007,6,18,49.26438254,-123.11976070000001,19,0,0,1,3
2015,12,28,49.21069203,-123.09920890000002,21,20,0,1,20
2008,5,10,49.27063265,-123.04426959999999,0,30,5,1,5
2003,4,27,49.28583558,-123.1168922,20,0,6,1,1
2013,8,20,49.23361773,-123.1210095,7,23,1,1,13
2013,2,3,49.28228084,-123.1144971,19,50,6,1,1
2005,12,8,49.28048837,-123.111557,16,30,3,1,1
2009,2,9,49.28276102,-123.11761820000001,14,27,0,1,1
2007,8,19,49.2749883,-123.10197,1,30,6,1,1
2013,12,27,49.25812423,-123.042491,16,20,4,1,14
2007,5,28,49.2629821,-123.1242543,12,2,0,1,3
2013,8,8,49.27856914,-123.09977140000001,1,0,3,1,19
2008,9,18,49.2785354,-123.12617990000001,10,0,3,1,1
2017,4,27,49.26477387,-123.15770649999999,12,0,3,1,9
2004,4,18,49.28131323,-123.0952693,16,8,6,1,19
2013,11,19,49.28262067,-123.10699199999999,11,0,1,1,1
2015,6,5,49.27075709,-123.1060259,19,0,4,1,11
2006,1,13,49.24622265,-123.0541028,13,0,4,1,14
2014,12,29,49.2878914,-123.1362953,20,0,0,1,22
2008,2,7,49.24251185,-123.05939790000001,14,3,3,1,6
2005,10,6,49.27943582,-123.09967649999999,13,50,3,1,19
2004,6,18,49.28487249,-123.1391228,0,0,4,1,22
2012,6,11,49.28023388,-123.1147846,17,50,0,1,1
2009,3,26,49.232583,-123.07555079999999,21,30,3,1,21
2010,10,23,49.28262067,-123.10699199999999,10,8,5,1,1
2017,2,5,49.28252636,-123.1181222,18,8,6,1,1
2013,4,6,49.28146269,-123.1032763,23,45,5,1,1
2016,11,22,49.27915927,-123.1130996,22,0,1,1,1
2016,12,7,49.27019335,-123.102351,17,1,2,1,11
2013,12,24,49.28877218,-123.13346440000001,19,0,1,1,22
2007,11,30,49.28306541,-123.1134853,19,23,4,1,1
2016,9,29,49.28341267,-123.1109376,22,45,3,1,1
2016,4,21,49.28658454,-123.06049180000001,22,0,3,1,4
2009,7,29,49.26877778,-123.0697368,9,6,2,1,4
2013,5,17,49.28033583,-123.0973041,14,15,4,1,19
2008,10,12,49.25677106,-123.11232749999999,19,0,6,1,15
2016,12,3,49.27884368,-123.1160444,16,50,5,1,1
2004,8,23,49.25002361,-123.1125575,17,0,0,1,15
2005,11,3,49.22364304,-123.03839140000001,6,30,3,1,8
2006,12,30,49.27418387,-123.0495682,22,0,5,1,5
2015,7,31,49.23909361,-123.10278999999998,20,0,4,1,15
2009,4,14,49.26644797,-123.1575114,22,0,1,1,9
2015,1,29,49.2435482,-123.09526699999999,22,0,3,1,15
2017,4,8,49.28657003,-123.1138368,12,10,5,1,1
2012,11,1,49.2768204,-123.1225682,18,0,3,1,1
2016,12,31,49.28390783,-123.0915591,3,0,5,1,19
2015,1,18,49.27381556,-123.12086029999999,19,39,6,1,1
2009,11,6,49.274619200000004,-123.11920390000002,15,0,4,1,1
2013,9,30,49.26948085,-123.132052,11,0,0,1,3
2008,12,12,49.25816372,-123.03698590000002,19,28,4,1,14
2014,10,10,49.25816372,-123.03698590000002,17,55,4,1,14
2007,7,31,49.26209679,-123.13849669999999,17,17,1,1,3
2008,5,28,49.26054452,-123.12671,10,0,2,1,3
2009,7,1,49.28560122,-123.1193916,13,0,2,1,1
2006,9,28,49.25770667,-123.11147140000001,11,0,3,1,11
2005,9,23,49.22250624,-123.0290736,19,0,4,1,8
2004,5,28,49.27660399,-123.0655257,23,0,4,1,4
2006,9,29,49.25754642,-123.04746589999999,18,0,4,1,14
2008,3,7,49.28764009,-123.11628290000002,16,0,4,1,1
2005,12,3,49.28228084,-123.1144971,0,10,5,1,1
2016,6,28,49.26523581,-123.1240405,0,0,1,1,3
2003,1,16,49.26659266,-123.0335132,0,15,3,1,5
2003,5,3,49.27349226,-123.12308349999999,9,0,5,1,1
2017,1,16,49.2761955,-123.1313311,8,30,0,1,1
2012,10,18,49.23027752,-123.06194280000001,12,0,3,1,21
2010,12,16,49.28024011,-123.0701294,6,45,3,1,4
2012,2,18,49.26481982,-123.1146821,16,40,5,1,11
2005,8,11,49.28248082,-123.1182307,17,25,3,1,1
2009,9,3,49.20853489,-123.140534,14,44,3,1,10
2012,4,8,49.26274759,-123.09711920000001,10,49,6,1,11
2004,11,9,49.22761088,-123.0771699,20,0,1,1,21
2010,8,1,49.27928121,-123.0661882,23,0,6,1,4
2017,3,28,49.26423279,-123.081906,6,33,1,1,11
2016,5,3,49.21337768,-123.13001580000001,8,0,1,1,10
2004,3,12,49.27660982,-123.06941100000002,17,30,4,1,4
2008,9,14,49.23263569,-123.1224918,12,0,6,1,13
2006,1,27,49.25750553,-123.1038571,1,0,4,1,11
2013,3,1,49.23354333,-123.1557155,12,0,4,1,7
2007,9,1,49.28306541,-123.1134853,11,53,5,1,1
2008,7,17,49.28103377,-123.1076439,18,0,3,1,1
2005,9,16,49.25841752,-123.1110497,0,0,4,1,11
2011,9,6,49.21069203,-123.09920890000002,12,20,1,1,20
2011,4,16,49.22757712,-123.1015197,10,0,5,1,20
2015,8,21,49.28597311,-123.12695819999999,20,43,4,1,22
2014,10,19,49.27626698,-123.1099044,12,0,6,1,1
2007,4,12,49.28315709,-123.09771429999999,19,0,3,1,19
2006,4,11,49.25354565,-123.08168700000002,23,0,1,1,6
2007,10,19,49.26136243,-123.0755534,1,0,4,1,6
2008,1,27,49.26390955,-123.21131409999998,12,36,6,1,23
2005,8,15,49.27728532,-123.1318428,10,0,0,1,1
2009,12,28,49.25980916,-123.18073090000001,18,30,0,1,9
2016,11,7,49.28621328,-123.12655330000001,14,8,0,1,22
2008,10,27,49.30082343,-123.1302463,15,30,0,1,18
2009,10,31,49.26899369,-123.15351070000001,17,0,5,1,9
2006,7,23,49.27879746,-123.1216231,14,30,6,1,1
2004,9,29,49.2695341,-123.1905541,19,0,2,1,23
2005,12,27,49.25799821,-123.14168740000001,21,0,1,1,3
2013,3,12,49.26474533,-123.15466599999999,22,0,1,1,9
2012,3,13,49.28029253,-123.1148719,17,10,1,1,1
2008,5,1,49.28827866,-123.12074969999999,23,0,3,1,1
2013,11,28,49.26514184,-123.12821310000001,22,30,3,1,3
2015,11,12,49.26820854,-123.15991090000001,18,0,3,1,9
2003,3,29,49.26406121,-123.1638291,17,0,5,1,9
2016,8,25,49.29148876,-123.1293179,22,0,3,1,1
2016,9,19,49.30262881,-123.13575049999999,12,0,0,1,18
2004,10,7,49.28383857,-123.04655490000002,15,57,3,1,5
2004,10,2,49.29009179,-123.13767250000001,17,30,5,1,22
2015,4,12,49.28566273,-123.1351679,23,0,6,1,22
2004,3,16,49.23274778,-123.160069,20,15,1,1,7
2006,4,28,49.28249412,-123.1095726,21,11,4,1,1
2006,7,31,49.22328989,-123.07734440000002,21,0,0,1,21
2006,10,30,49.25663619,-123.15550619999999,21,37,0,1,0
2004,4,1,49.22448276,-123.09127009999999,0,1,3,1,20
2017,5,25,49.2694282,-123.102773,11,53,3,1,11
2013,7,16,49.28315709,-123.09771429999999,9,40,1,1,19
2009,7,21,49.25548669,-123.0898531,22,0,1,1,6
2011,3,2,49.228385700000004,-123.09914029999999,10,0,2,1,20
2017,6,13,49.28581043,-123.13948429999999,14,18,1,1,22
2010,1,25,49.28099554,-123.0847368,0,0,0,1,19
2007,6,5,49.28017512,-123.05452779999999,21,30,1,1,5
2006,6,25,49.26752957,-123.0540057,23,0,6,1,5
2012,11,5,49.25310638,-123.0822419,18,5,0,1,6
2014,8,9,49.26244171,-123.0299973,20,0,5,1,14
2007,1,31,49.28498297,-123.14059250000001,21,0,2,1,22
2015,9,22,49.27591549,-123.1417543,18,30,1,1,9
2009,2,2,49.25962244,-123.0806868,10,30,0,1,11
2012,12,24,49.2272912,-123.0907656,9,14,0,1,20
2005,11,30,49.27694733,-123.11485829999998,17,30,2,1,1
2005,1,30,49.26387206,-123.1129722,10,0,6,1,11
2013,9,2,49.21069433,-123.12492990000001,19,30,0,1,10
2006,8,7,49.27584704,-123.1107101,23,0,0,1,1
2016,5,19,49.2638096,-123.10955109999999,9,30,3,1,11
2010,1,31,49.28720669,-123.1310091,18,30,6,1,22
2004,9,4,49.21739453,-123.02511609999999,21,30,5,1,8
2007,9,20,49.2760975,-123.12776219999999,19,0,3,1,1
2015,5,23,49.27860141,-123.1220114,10,30,5,1,1
2015,7,20,49.26274759,-123.09711920000001,12,13,0,1,11
2004,10,2,49.27367523,-123.15023049999999,23,0,5,1,9
2009,5,18,49.279059499999995,-123.04431559999999,0,0,0,1,5
2008,3,26,49.28319994,-123.12284050000001,19,20,2,1,1
2006,7,18,49.28717282,-123.11499429999999,15,12,1,1,1
2004,3,12,49.27821744,-123.0308156,23,0,4,1,5
2013,1,6,49.27131638,-123.0467709,19,0,6,1,5
2005,10,15,49.27859525,-123.09869099999999,1,0,5,1,19
2006,5,24,49.22926101,-123.0430382,22,30,2,1,8
2010,11,16,49.28306541,-123.1134853,22,0,1,1,1
2003,2,18,49.23280554,-123.09227320000001,0,0,1,1,20
2006,7,19,49.28290974,-123.10693529999999,12,0,2,1,1
2014,6,9,49.2584614,-123.10716059999999,4,2,0,1,11
2014,5,9,49.23763939,-123.0768185,0,0,4,1,6
2005,3,7,49.22002767,-123.09754040000001,19,0,0,1,20
2016,6,8,49.24581138,-123.1070125,22,30,2,1,15
2012,2,28,49.28077260000001,-123.11896670000002,10,1,1,1,1
2005,8,8,49.28344979,-123.1251368,17,30,0,1,22
2014,8,22,49.27785119,-123.1230476,16,0,4,1,1
2006,9,1,49.26288157,-123.054776,14,0,4,1,5
2014,8,8,49.27557229,-123.1266804,22,47,4,1,1
2013,4,18,49.26075639,-123.1336237,17,0,3,1,3
2007,9,20,49.28535058,-123.12370630000001,21,0,3,1,22
2006,8,18,49.29341436,-123.13847720000001,13,30,4,1,22
2012,6,29,49.28222533,-123.12442240000001,14,15,4,1,22
2003,6,21,49.28147839,-123.1100445,20,0,5,1,1
2012,9,17,49.28805782,-123.1154753,9,0,0,1,1
2008,2,9,49.28315709,-123.09771429999999,17,6,5,1,19
2016,3,9,49.27406373,-123.0290915,23,30,2,1,5
2006,11,19,49.2817819,-123.11910049999999,16,34,6,1,1
2004,1,18,49.28098987,-123.0842524,0,0,6,1,19
2003,1,28,49.28861452,-123.13538059999999,12,0,1,1,22
2006,12,17,49.2647638,-123.03802079999998,22,30,6,1,5
2017,1,10,49.27879746,-123.1216231,2,0,1,1,1
2003,7,20,49.25886204,-123.10118270000001,14,15,6,1,11
2016,9,2,49.26159301,-123.13144890000001,0,0,4,1,3
2004,4,8,49.27416348,-123.1216388,20,0,3,1,1
2006,8,31,49.27103867,-123.18347849999999,17,30,3,1,9
2010,5,5,49.23228893,-123.02360039999999,16,15,2,1,8
2015,1,30,49.28608684,-123.14008740000001,17,0,4,1,22
2010,12,3,49.23537082,-123.0264153,21,0,4,1,14
2005,9,19,49.28276102,-123.11761820000001,20,35,0,1,1
2016,4,8,49.25816372,-123.03698590000002,7,46,4,1,14
2003,1,30,49.28607737,-123.13725890000002,18,50,3,1,22
2017,2,14,49.22091156,-123.03521540000001,18,0,1,1,8
2016,10,3,49.26636456,-123.0988172,21,30,0,1,11
2003,11,20,49.25889624,-123.13520020000001,20,0,3,1,3
2003,8,22,49.27812825,-123.11499979999999,22,30,4,1,1
2016,11,14,49.28622283,-123.1265405,19,6,0,1,22
2004,3,19,49.27181121,-123.1631294,8,0,4,1,9
2015,7,23,49.25268054,-123.1624955,19,0,3,1,0
2011,9,5,49.26588073,-123.1218713,23,35,0,1,3
2007,11,4,49.26015281,-123.06989740000002,11,5,6,1,6
2006,12,21,49.28472338,-123.12723770000001,18,0,3,1,22
2003,11,2,49.26102919,-123.20134420000001,14,0,6,1,23
2007,12,31,49.28467008,-123.1312957,17,0,0,1,22
2005,11,26,49.28019671,-123.0618486,18,0,5,1,4
2013,10,10,49.28561966,-123.1412514,18,0,3,1,22
2015,2,6,49.23358553,-123.1201479,15,2,4,1,13
2015,5,16,49.28092204,-123.1376537,9,0,5,1,22
2009,11,22,49.26810886,-123.1664203,17,0,6,1,9
2004,5,24,49.27257441,-123.1357534,14,30,0,1,3
2003,8,25,49.28377458,-123.10201409999998,0,5,0,1,1
2009,1,19,49.20861964,-123.14445729999998,12,0,0,1,10
2016,4,21,49.2805971,-123.10495630000001,3,0,3,1,1
2007,7,10,49.26897105,-123.15192009999998,21,15,1,1,9
2006,9,6,49.27168696,-123.15750790000001,22,47,2,1,9
2003,8,23,49.23352408,-123.11850359999998,14,30,5,1,13
2006,7,21,49.27295959,-123.0695217,10,35,4,1,4
2015,12,23,49.27003278,-123.1374646,20,0,2,1,3
2004,8,11,49.2598542,-123.1436436,22,45,2,1,3
2012,8,10,49.27948254,-123.0997377,20,0,4,1,19
2005,1,30,49.20705285,-123.1368415,21,30,6,1,10
2014,11,5,49.28801833,-123.1343705,17,45,2,1,22
2015,11,3,49.26481982,-123.1146821,8,58,1,1,11
2014,2,23,49.26507913,-123.06974029999999,17,47,6,1,4
2005,5,14,49.27439929,-123.0694895,0,0,5,1,4
2015,6,8,49.28383187,-123.02942890000001,18,0,0,1,5
2006,5,13,49.23203898,-123.0300977,14,45,5,1,14
2007,2,28,49.28414268,-123.11707870000001,10,7,2,1,1
2007,7,25,49.2805159,-123.1272238,6,45,2,1,22
2005,3,29,49.28510947,-123.1389355,23,59,1,1,22
2006,11,27,49.26470102,-123.1520648,15,0,0,1,9
2004,12,16,49.25150917,-123.05208459999999,6,0,3,1,14
2017,3,21,49.25345703,-123.06369299999999,8,30,1,1,6
2013,9,22,49.23638347,-123.20254579999998,5,0,6,1,12
2007,7,10,49.27626698,-123.1099044,23,0,1,1,1
2016,6,30,49.28172659,-123.12529850000001,17,30,3,1,22
2008,4,17,49.20691372,-123.0511368,19,45,3,1,8
2004,4,5,49.26014613,-123.1603011,23,0,0,1,9
2012,9,11,49.27748387,-123.0331558,15,30,1,1,5
2011,3,29,49.26303191,-123.17408629999998,22,0,1,1,9
2008,5,23,49.28229119,-123.11832920000002,15,58,4,1,1
2016,11,26,49.28042249,-123.11915990000001,15,30,5,1,1
2004,9,16,49.27403384,-123.0800221,0,0,3,1,19
2017,5,1,49.23206751,-123.0317031,18,44,0,1,14
2009,6,28,49.23255407,-123.072846,23,0,6,1,21
2005,10,4,49.28577429,-123.1267419,18,21,1,1,22
2011,9,17,49.25816372,-123.03698590000002,7,50,5,1,14
2008,10,26,49.27914262,-123.0518592,16,30,6,1,5
2006,10,12,49.28005419,-123.1058017,20,0,3,1,1
2009,9,29,49.26651968,-123.10369779999999,12,0,1,1,11
2016,8,22,49.24758585,-123.06498059999998,0,30,0,1,6
2010,10,6,49.27440459,-123.119193,13,25,2,1,1
2003,3,25,49.26922173,-123.10570729999999,15,20,1,1,11
2017,4,5,49.25874238,-123.1256752,21,0,2,1,3
2007,1,29,49.26693562,-123.0739729,19,0,0,1,4
2011,6,2,49.28295267,-123.1213851,8,30,3,1,1
2010,2,13,49.2839635,-123.0629041,20,30,5,1,4
2012,11,6,49.27943497,-123.10116529999999,13,10,1,1,1
2012,7,4,49.26481982,-123.1146821,15,8,2,1,11
2013,9,8,49.28605933,-123.13577749999999,18,30,6,1,22
2008,2,26,49.28827866,-123.12074969999999,19,0,1,1,1
2009,1,15,49.28276102,-123.11761820000001,10,45,3,1,1
2012,5,9,49.26957415,-123.03112820000001,16,40,2,1,5
2016,6,8,49.28174726,-123.13335259999998,22,22,2,1,22
2012,4,11,49.2582096,-123.0264862,21,56,2,1,14
2013,3,4,49.28217234,-123.1245969,19,59,0,1,22
2004,3,27,49.22585534,-123.04735159999998,21,0,5,1,8
2005,4,2,49.28034808,-123.1334139,18,0,5,1,22
2010,12,17,49.26240514,-123.15607109999999,22,15,4,1,9
2012,9,28,49.25618426,-123.03661480000001,18,0,4,1,14
2013,4,13,49.2654031,-123.1450646,16,45,5,1,3
2008,1,17,49.26363764,-123.1443935,20,50,3,1,3
2016,7,1,49.28348335,-123.11473000000001,9,0,4,1,1
2017,1,3,49.23348081,-123.0655485,17,29,1,1,6
2016,6,16,49.26044114,-123.11762949999999,21,0,3,1,3
2006,11,15,49.26214065,-123.15293270000001,19,0,2,1,9
2003,6,9,49.27173716,-123.1596664,0,0,0,1,9
2003,3,30,49.26777538,-123.1337514,17,30,6,1,3
2007,10,17,49.27936739,-123.06648670000001,21,0,2,1,4
2004,11,12,49.25541517,-123.17847739999999,23,30,4,1,2
2011,3,19,49.2610176,-123.15608999999999,23,0,5,1,9
2007,11,10,49.26893135,-123.13735870000001,22,30,5,1,3
2013,4,16,49.23919491,-123.1001074,21,0,1,1,15
2009,2,27,49.26532109,-123.13448629999999,18,0,4,1,3
2007,12,9,49.27478857,-123.07583490000002,19,30,6,1,4
2016,2,6,49.23311568,-123.03406899999999,17,17,5,1,14
2007,4,11,49.24804678,-123.18824690000001,17,0,2,1,2
2007,9,7,49.27303958,-123.064201,20,30,4,1,4
2009,9,5,49.27492478,-123.03331299999999,20,0,5,1,5
2011,4,9,49.25816372,-123.03698590000002,19,0,5,1,14
2013,1,31,49.27845581,-123.0718997,17,0,3,1,4
2011,2,1,49.26422514,-123.1146918,17,43,1,1,11
2015,4,16,49.27205579,-123.0656134,21,52,3,1,4
2010,2,10,49.28010952,-123.1178706,22,0,2,1,1
2004,9,8,49.28069346,-123.13607169999999,0,0,2,1,22
2005,2,1,49.26214065,-123.15293270000001,0,0,1,1,9
2009,2,14,49.27158699,-123.15127199999999,18,30,5,1,9
2017,3,3,49.27216458,-123.06726689999999,23,0,4,1,4
2009,1,25,49.26423172,-123.10078159999999,17,0,6,1,11
2015,1,17,49.28262067,-123.10699199999999,17,8,5,1,1
2007,7,27,49.21113482,-123.0891116,0,0,4,1,20
2004,8,19,49.28292786,-123.106794,14,0,3,1,1
2005,1,28,49.23587129,-123.06540990000002,6,30,4,1,6
2004,10,12,49.28478848,-123.12293670000001,20,0,1,1,22
2004,10,23,49.28717482,-123.11712340000001,2,45,5,1,1
2007,4,8,49.287018100000004,-123.12865179999999,15,52,6,1,22
2004,12,17,49.25202797,-123.10082040000002,21,30,4,1,15
2004,7,17,49.28163892,-123.137529,16,0,5,1,22
2015,1,2,49.28328193,-123.122804,11,20,4,1,22
2015,6,15,49.24564279,-123.0932307,16,0,0,1,15
2013,8,16,49.2598155,-123.1387294,17,30,4,1,3
2014,2,17,49.27116754,-123.06956840000001,20,12,0,1,4
2007,7,20,49.27804686,-123.1061558,18,0,4,1,1
2007,12,5,49.28276102,-123.11761820000001,20,45,2,1,1
2017,2,15,49.28587765,-123.116831,1,23,2,1,1
2015,7,30,49.26865683,-123.11079679999999,18,30,3,1,11
2012,2,25,49.28128729,-123.11984950000002,11,48,5,1,1
2005,9,16,49.26114519,-123.10640490000002,16,0,4,1,11
2017,3,25,49.27709418,-123.1261942,3,45,5,1,1
2003,3,9,49.211114200000004,-123.0913223,22,0,6,1,20
2006,2,23,49.28112272,-123.10851809999998,23,0,3,1,1
2015,3,8,49.27492214,-123.0364098,0,29,6,1,5
2015,7,14,49.26562646,-123.15307759999999,8,0,1,1,9
2013,6,11,49.23540777,-123.02802460000001,8,0,1,1,14
2011,7,17,49.28677395,-123.14114640000001,21,10,6,1,22
2013,12,10,49.24283024,-123.138299,0,0,1,1,16
2005,6,14,49.28348335,-123.11473000000001,9,0,1,1,1
2017,5,3,49.25000063,-123.08181119999999,19,0,2,1,6
2003,12,26,49.28535058,-123.12370630000001,19,37,4,1,22
2004,4,3,49.25401537,-123.02923529999998,19,0,5,1,14
2015,9,14,49.28366387,-123.12212099999999,21,20,0,1,1
2012,6,11,49.27223736,-123.0388594,0,30,0,1,5
2004,5,11,49.29110189,-123.1349709,17,18,1,1,22
2017,1,12,49.28593068,-123.1233648,20,55,3,1,1
2008,1,21,49.27543784,-123.12483940000001,19,0,0,1,1
2014,7,31,49.25722915,-123.02862579999999,17,30,3,1,14
2011,1,29,49.28276102,-123.11761820000001,14,28,5,1,1
2016,7,25,49.28792648,-123.13005020000001,16,30,0,1,22
2005,3,15,49.23833808,-123.1555067,18,58,1,1,0
2008,8,19,49.27386877,-123.1001121,7,5,1,1,1
2004,12,27,49.27236253,-123.1208886,18,0,0,1,1
2015,11,26,49.26934839,-123.0468098,22,7,3,1,5
2010,5,29,49.26244237,-123.07856459999999,12,50,5,1,11
2011,7,21,49.26420094,-123.1167625,8,30,3,1,3
2015,11,13,49.25963552,-123.1267361,15,15,4,1,3
2013,6,17,49.25000221,-123.0853412,19,30,0,1,6
2015,3,6,49.24242442,-123.19367290000001,8,30,4,1,2
2006,1,10,49.23550823,-123.02365690000002,18,0,1,1,14
2005,3,12,49.26291679999999,-123.0546507,19,0,5,1,5
2017,1,30,49.28348348,-123.14021709999999,14,13,0,1,22
2005,9,30,49.27349304,-123.1224378,20,40,4,1,1
2004,9,7,49.2871406,-123.1284196,18,0,1,1,22
2004,12,30,49.23600361,-123.0291196,20,0,3,1,14
2006,7,23,49.22002767,-123.09754040000001,0,30,6,1,20
2004,7,14,49.28023388,-123.1147846,19,0,2,1,1
2010,4,20,49.2844136,-123.11238090000002,14,30,1,1,1
2013,9,2,49.27765548,-123.13556200000001,20,7,0,1,22
2010,10,15,49.27620706,-123.11599440000002,17,0,4,1,1
2013,4,11,49.28536858,-123.1175726,17,0,3,1,1
2003,3,2,49.28127493,-123.1089896,10,35,6,1,1
2003,2,16,49.28063979,-123.1188332,6,0,6,1,1
2005,5,16,49.21050179,-123.0596897,23,0,0,1,21
2013,4,16,49.26380968,-123.04142,19,56,1,1,5
2007,12,18,49.28538829,-123.1118584,9,10,1,1,1
2013,8,11,49.26325504,-123.1152922,19,37,6,1,3
2011,5,30,49.26734456,-123.10000320000002,6,30,0,1,11
2006,12,31,49.27915927,-123.1130996,12,0,6,1,1
2011,1,15,49.26800796,-123.14823270000001,17,16,5,1,9
2007,6,8,49.26937433,-123.04422190000001,16,0,4,1,5
2012,7,29,49.28253947,-123.1181426,16,43,6,1,1
2016,11,11,49.23358562,-123.120149,13,10,4,1,13
2014,6,16,49.23202559,-123.0566414,17,30,0,1,21
2004,6,24,49.27952951,-123.07888929999999,18,0,3,1,19
2004,10,31,49.25864472,-123.0696659,2,0,6,1,6
2012,9,11,49.26410147,-123.16706,16,41,1,1,9
2003,1,10,49.28119273,-123.0676565,17,15,4,1,4
2008,4,16,49.20929892,-123.078523,21,22,2,1,20
2010,5,5,49.23434352,-123.139624,22,16,2,1,7
2010,7,17,49.27219766,-123.07251240000001,20,0,5,1,4
2011,6,18,49.23348541,-123.116368,14,30,5,1,13
2010,5,12,49.28079732,-123.1317475,18,0,2,1,22
2012,6,4,49.26194821,-123.0443145,14,30,0,1,5
2014,7,18,49.25831015,-123.1291037,0,0,4,1,3
2006,5,19,49.27433951,-123.10008799999999,15,28,4,1,1
2004,4,15,49.28427551,-123.11737099999999,14,0,3,1,1
2007,6,14,49.26274759,-123.09711920000001,10,37,3,1,11
2014,11,25,49.2723375,-123.0500211,2,0,1,1,5
2006,5,23,49.26854064,-123.18357579999999,9,45,1,1,9
2003,2,7,49.26331348,-123.0812713,8,0,4,1,11
2012,9,16,49.26415969,-123.16641990000001,17,30,6,1,9
2016,1,15,49.28176431,-123.13540309999999,23,30,4,1,22
2014,8,9,49.25326146,-123.05123799999998,17,0,5,1,14
2008,4,6,49.28444644,-123.1399015,14,0,6,1,22
2011,11,19,49.26419619,-123.17790179999999,13,10,5,1,9
2008,8,8,49.24453565,-123.07819779999998,7,30,4,1,6
2013,12,30,49.25824421,-123.0241142,11,41,0,1,14
