YEAR,MONTH,DAY_OF_MONTH,Latitude,Longitude,TIME_HOUR,TIME_MINUTE,DAY_OF_WEEK,CLASSIFICATION,NEIGHBOURHOOD
2014,6,23,49.23563429,-123.1586166,0,1,0,1,0
2006,4,18,49.25025152,-123.10101259999999,11,54,1,1,15
2011,8,21,49.23819159,-123.14724140000001,0,30,6,1,16
2010,9,10,49.28404661,-123.1119085,20,15,4,1,1
2016,10,12,49.21069203,-123.09920890000002,17,4,2,1,20
2004,6,21,49.22694132,-123.14652770000001,18,0,0,1,7
2004,1,22,49.24029822,-123.0835365,17,45,3,1,6
2009,8,3,49.27841979,-123.09334609999999,13,20,0,1,19
2015,1,30,49.27915927,-123.1130996,15,30,4,1,1
2013,4,21,49.28061777,-123.11872749999999,11,30,6,1,1
2015,10,13,49.26721602,-123.0697533,23,0,1,1,4
2016,4,8,49.28239004,-123.1032324,16,0,4,1,1
2006,1,11,49.26161916,-123.1175287,0,0,2,1,3
2015,5,9,49.28390984,-123.1303185,22,0,5,1,22
2007,1,10,49.279409799999996,-123.09802009999999,7,30,2,1,19
2009,9,13,49.277959100000004,-123.1212047,16,0,6,1,1
2016,5,22,49.26326046,-123.11562590000001,15,51,6,1,3
2006,10,17,49.22465473,-123.0384023,17,0,1,1,8
2005,11,4,49.25784295,-123.0868409,9,40,4,1,11
2016,5,2,49.26046283,-123.11645959999998,19,35,0,1,3
2014,4,7,49.27915927,-123.1130996,16,30,0,1,1
2004,2,19,49.28748104,-123.05955829999999,23,0,3,1,4
2016,3,8,49.2453372,-123.03658940000001,0,0,1,1,14
2013,4,17,49.230546399999994,-123.1117124,12,0,2,1,13
2005,8,1,49.28720857,-123.1208615,8,15,0,1,1
2004,8,2,49.2385211,-123.07895,6,0,0,1,6
2005,1,26,49.28109231,-123.0264118,17,45,2,1,5
2004,6,18,49.28830441,-123.1390527,20,0,4,1,22
2014,6,25,49.28431078,-123.1088229,17,15,2,1,1
2004,6,5,49.28099947,-123.12640859999999,18,0,5,1,22
2017,1,15,49.25690917,-123.11594070000001,0,0,6,1,17
2007,7,25,49.2591076,-123.15323559999999,21,30,2,1,9
2011,2,18,49.25969362,-123.1330645,6,0,4,1,3
2010,11,14,49.26471131,-123.20907759999999,22,0,6,1,23
2015,1,20,49.25199153,-123.18670859999999,18,0,1,1,2
2003,1,24,49.28470594,-123.1356081,16,0,4,1,22
2005,6,22,49.26865543,-123.0696111,18,0,2,1,4
2016,3,7,49.27116754,-123.06956840000001,20,51,0,1,4
2016,12,30,49.28604054,-123.11861029999999,16,30,4,1,1
2017,3,13,49.25993873,-123.1386625,19,5,0,1,3
2009,8,22,49.27710623,-123.10644540000001,16,30,5,1,1
2003,1,6,49.27528025,-123.1252473,18,0,0,1,1
2008,2,14,49.25940824,-123.10589399999999,23,30,3,1,11
2012,2,24,49.23573664,-123.1827933,23,0,4,1,2
2009,3,20,49.28578211,-123.1265757,17,30,4,1,22
2009,11,19,49.28276102,-123.11761820000001,21,27,3,1,1
2003,8,9,49.24080905,-123.09023959999999,0,1,5,1,6
2008,11,2,49.22751695,-123.1008943,12,0,6,1,20
2010,10,26,49.28217849,-123.1244061,15,45,1,1,1
2011,1,31,49.25888271,-123.1389442,19,40,0,1,3
2015,1,19,49.23943561,-123.0653216,15,30,0,1,6
2005,2,2,49.29057139,-123.14273100000001,22,30,2,1,22
2014,11,12,49.24631292,-123.04896389999999,19,0,2,1,14
2016,12,31,49.2421648,-123.11817859999998,12,0,5,1,15
2004,9,9,49.26728106,-123.211946,0,0,3,1,23
2004,10,13,49.28847471,-123.0596101,16,0,2,1,4
2013,7,9,49.28276102,-123.11761820000001,17,49,1,1,1
2016,7,22,49.28773783,-123.1362369,18,0,4,1,22
2006,2,1,49.28721137,-123.1196399,18,0,2,1,1
2004,4,22,49.25192671,-123.1909771,6,40,3,1,2
2014,10,17,49.22583532,-123.09065290000001,9,6,4,1,20
2016,9,26,49.28880385,-123.11783020000001,17,0,0,1,1
2003,10,29,49.26258889,-123.0959696,0,1,2,1,11
2006,6,18,49.28401973,-123.1138301,9,0,6,1,1
2011,1,28,49.23352408,-123.11850359999998,14,52,4,1,13
2007,4,19,49.27024653,-123.0441436,17,0,3,1,5
2010,6,16,49.26582837,-123.1205126,18,25,2,1,3
2011,4,11,49.27130248,-123.03552409999999,9,30,0,1,5
2009,10,5,49.27890179,-123.1161298,0,45,0,1,1
2009,9,17,49.20864776,-123.11892569999999,16,0,3,1,10
2010,8,29,49.21811344,-123.0289206,0,30,6,1,8
2015,1,3,49.28234596,-123.10222490000001,15,45,5,1,1
2007,5,14,49.26531513,-123.19585320000002,20,30,0,1,23
2012,2,15,49.28466878,-123.1129493,8,0,2,1,1
2015,11,28,49.28146269,-123.1032763,14,4,5,1,1
2014,7,14,49.2609501,-123.0911303,22,0,0,1,11
2008,10,12,49.25873025,-123.0821482,1,0,6,1,11
2005,10,12,49.24272539,-123.09550130000001,17,45,2,1,15
2008,11,29,49.28038128,-123.0996993,10,30,5,1,19
2005,10,29,49.27932033,-123.09723629999999,1,0,5,1,19
2008,4,16,49.28441304,-123.11332479999999,5,39,2,1,1
2008,9,23,49.24496008,-123.1397633,17,45,1,1,16
2012,4,12,49.22574162,-123.08945619999999,18,0,3,1,20
2005,9,11,49.28717382,-123.11696,0,1,6,1,1
2003,6,14,49.23206958,-123.03171280000001,20,5,5,1,14
2007,10,29,49.28536858,-123.1175726,22,0,0,1,1
2007,8,17,49.26432969,-123.1862895,20,0,4,1,23
2005,8,16,49.28792648,-123.13005020000001,15,0,1,1,22
2007,1,29,49.20790344,-123.09118559999999,14,0,0,1,20
2016,11,18,49.27945820000001,-123.11298810000001,17,0,4,1,1
2004,6,15,49.27835447,-123.11848619999999,8,50,1,1,1
2003,1,12,49.23209484,-123.0264179,10,47,6,1,8
2003,9,11,49.27708336,-123.1077327,23,40,3,1,1
2010,12,29,49.27013974,-123.06762020000001,10,48,2,1,4
2004,8,4,49.28717282,-123.11499429999999,8,0,2,1,1
2010,6,5,49.25400878,-123.05571940000002,19,0,5,1,14
2016,4,15,49.28341528,-123.11103059999999,12,29,4,1,1
2006,6,11,49.28091734,-123.0741813,18,0,6,1,4
2007,3,25,49.28245092,-123.11826429999999,17,39,6,1,1
2013,2,12,49.21050179,-123.0596897,0,1,1,1,21
2015,5,20,49.24882844,-123.060354,23,0,2,1,6
2010,6,16,49.29113838,-123.14736979999999,14,30,2,1,18
2005,2,17,49.27792839,-123.1231078,12,15,3,1,1
2015,8,3,49.21465466,-123.07563,8,0,0,1,21
2014,3,8,49.28441304,-123.11332479999999,15,45,5,1,1
2016,6,18,49.28827866,-123.12074969999999,10,0,5,1,1
2004,1,5,49.22211386,-123.03667069999999,12,0,0,1,8
2004,10,5,49.27963070000001,-123.06549879999999,23,59,1,1,4
2015,7,31,49.28390674,-123.1167172,12,9,4,1,1
2003,4,1,49.23337807,-123.190977,22,0,1,1,2
2007,11,16,49.27112212,-123.0908175,18,44,4,1,19
2003,12,22,49.25848235,-123.104124,0,10,0,1,11
2008,8,14,49.28353778,-123.10915290000001,23,30,3,1,1
2011,11,21,49.27829979,-123.0306588,4,49,0,1,5
2016,3,4,49.22011871,-123.0401946,15,52,4,1,8
2003,4,21,49.22932078,-123.04068529999999,18,0,0,1,8
2015,10,27,49.28190294,-123.1169344,16,22,1,1,1
2005,9,19,49.28311096,-123.0953298,11,48,0,1,19
2010,2,11,49.28717282,-123.11499429999999,15,15,3,1,1
2016,8,7,49.28119273,-123.0676565,15,0,6,1,4
2017,3,2,49.2106923,-123.09920349999999,18,41,3,1,20
2009,3,22,49.28276102,-123.11761820000001,16,55,6,1,1
2004,1,25,49.24410806,-123.1375065,11,3,6,1,16
2015,8,10,49.28622283,-123.1265405,10,45,0,1,22
2008,9,22,49.28139486,-123.1196866,16,18,0,1,1
2016,5,22,49.26221247,-123.06196820000001,16,0,6,1,6
2017,2,18,49.27635587,-123.1027503,19,40,5,1,1
2006,3,5,49.252940100000004,-123.1008077,18,0,6,1,15
2014,9,13,49.29035248,-123.13705530000001,19,30,5,1,22
2007,1,30,49.26362557,-123.129058,21,0,1,1,3
2008,3,7,49.28467008,-123.1312957,18,0,4,1,22
2003,8,13,49.25368244,-123.0898432,19,0,2,1,6
2014,12,21,49.281379,-123.13704299999999,1,0,6,1,22
2014,2,25,49.29069352,-123.05475690000002,21,0,1,1,5
2007,6,13,49.283300200000006,-123.1030981,21,36,2,1,1
2010,7,5,49.24277206,-123.0394879,0,0,0,1,14
2012,7,13,49.27741902,-123.10959720000001,12,40,4,1,1
2012,10,25,49.27075981,-123.1487604,15,0,3,1,9
2007,6,21,49.29226039,-123.1409854,22,0,3,1,22
2005,5,29,49.22360021,-123.03093899999999,2,20,6,1,8
2011,12,31,49.22706797,-123.156274,7,29,5,1,7
2007,9,12,49.28094151,-123.10712790000001,18,46,2,1,1
2007,1,9,49.27658249,-123.1251553,18,0,1,1,1
2007,1,8,49.282208000000004,-123.1080277,22,30,0,1,1
2017,4,20,49.28621328,-123.12655330000001,13,31,3,1,22
2007,7,14,49.28390674,-123.1167172,16,22,5,1,1
2007,7,3,49.21372879,-123.10653429999999,0,30,1,1,10
2016,9,24,49.28229119,-123.11832920000002,17,10,5,1,1
2007,10,17,49.28189804,-123.12073829999999,17,30,2,1,1
2013,6,15,49.28631424,-123.12968559999999,19,0,5,1,22
2015,1,18,49.2821284,-123.11769070000001,21,0,6,1,1
2006,5,27,49.23530409,-123.04284809999999,0,0,5,1,14
2009,8,13,49.26819642,-123.15534479999998,16,34,3,1,9
2015,11,7,49.28331847,-123.1229502,17,21,5,1,22
2004,9,1,49.20655094,-123.0477592,17,30,2,1,8
2009,4,3,49.26382404,-123.2110959,16,0,4,1,23
2007,2,14,49.259840600000004,-123.1291826,19,0,2,1,3
2008,10,5,49.27668109,-123.13067360000001,16,30,6,1,1
2008,4,28,49.20655299,-123.1276394,23,30,0,1,10
2009,5,10,49.23285572,-123.060452,21,0,6,1,6
2009,8,16,49.26030206,-123.1098784,22,30,6,1,11
2016,5,11,49.28663533,-123.14247340000001,16,30,2,1,22
2005,8,18,49.28116191,-123.07882109999998,4,35,3,1,19
2003,10,28,49.27298846,-123.0388521,8,0,1,1,5
2006,3,27,49.28276102,-123.11761820000001,21,14,0,1,1
2007,5,21,49.26274759,-123.09711920000001,12,46,0,1,11
2008,10,5,49.28120469,-123.0524402,17,36,6,1,5
2016,9,17,49.27417683,-123.115017,19,0,5,1,1
2008,1,15,49.25955092,-123.070669,14,30,1,1,6
2013,8,20,49.28113596,-123.0618933,14,22,1,1,4
2010,10,13,49.28109659,-123.0241087,16,55,2,1,5
2006,2,25,49.28229119,-123.11832920000002,14,56,5,1,1
2003,4,16,49.27620702,-123.13140279999999,23,0,2,1,1
2003,9,1,49.27432358,-123.08662749999999,0,0,0,1,19
2015,4,7,49.24216525,-123.11817849999998,12,45,1,1,15
2015,2,21,49.28341647,-123.1128645,12,39,5,1,1
2017,1,27,49.26274628,-123.09707990000001,20,2,4,1,11
2005,4,1,49.27833024,-123.0544733,14,30,4,1,5
2006,7,21,49.28792648,-123.13005020000001,19,0,4,1,22
2006,6,15,49.23530245,-123.0475057,19,0,3,1,14
2007,7,30,49.22015925,-123.04128109999999,15,15,0,1,8
2004,8,8,49.263319700000004,-123.1190331,20,49,6,1,3
2012,7,26,49.26667888,-123.13505409999999,11,45,3,1,3
2017,2,17,49.2915501,-123.1397593,20,0,4,1,22
2009,11,6,49.28124057,-123.06829029999999,20,35,4,1,4
2004,5,9,49.28256104,-123.12179640000002,16,0,6,1,1
2008,9,25,49.27811997,-123.12464059999999,23,0,3,1,1
2004,8,1,49.21280227,-123.068715,0,0,6,1,21
2014,5,9,49.28466546,-123.1128553,19,0,4,1,1
2016,10,27,49.26050102,-123.1264274,21,0,3,1,3
2008,9,2,49.28792648,-123.13005020000001,20,0,1,1,22
2005,5,1,49.28958389,-123.14433149999999,15,0,6,1,22
2017,3,3,49.25985346,-123.1411831,20,0,4,1,3
2006,3,14,49.29260866,-123.1394523,21,0,1,1,22
2015,3,30,49.28022843,-123.09337820000002,22,20,0,1,19
2016,6,10,49.27384153,-123.11905949999999,10,30,4,1,1
2005,1,29,49.26980201,-123.08376329999999,15,12,5,1,19
2004,7,3,49.28127685,-123.0747827,19,0,5,1,4
2008,10,18,49.24883237,-123.06041599999999,2,2,5,1,6
2004,11,22,49.27831918,-123.06554369999999,3,0,0,1,4
2008,9,9,49.25746609,-123.1011697,15,41,1,1,11
2017,5,19,49.26358964,-123.1385625,14,0,4,1,3
2008,5,24,49.26033068,-123.2150855,9,0,5,1,23
2005,1,25,49.26512965,-123.0705277,7,30,1,1,4
2016,1,9,49.26819164,-123.1550215,18,50,5,1,9
2011,5,16,49.26877673,-123.07499340000001,23,10,0,1,4
2005,9,6,49.21823124,-123.09078659999999,21,0,1,1,20
2006,3,20,49.26332917,-123.1243,12,0,0,1,3
2003,5,24,49.26628799,-123.1473142,14,0,5,1,9
2016,3,19,49.28772339,-123.1142893,5,34,5,1,1
2005,1,17,49.2423877,-123.03589609999999,18,40,0,1,14
2009,3,30,49.2327435,-123.159848,0,1,0,1,7
2004,7,5,49.2988781,-123.1359051,20,0,0,1,18
2009,3,5,49.23696208,-123.0474879,8,45,3,1,14
2008,6,13,49.23280772,-123.16919509999998,22,0,4,1,7
2005,1,13,49.28670019,-123.14085390000001,13,38,3,1,22
2004,8,20,49.27401704,-123.1016281,13,25,4,1,1
2006,2,7,49.2232786,-123.07593059999999,22,0,1,1,21
2010,11,10,49.28136837,-123.1198153,20,13,2,1,1
2011,4,25,49.2110244,-123.106578,17,0,0,1,20
2004,9,14,49.23240096,-123.1414239,19,0,1,1,7
2015,4,9,49.26274759,-123.09711920000001,9,45,3,1,11
2008,2,15,49.27618437,-123.1313131,23,0,4,1,1
2011,11,25,49.27557229,-123.1266804,21,41,4,1,1
2006,2,28,49.25886204,-123.10118270000001,16,55,1,1,11
2009,4,14,49.28245092,-123.11826429999999,10,28,1,1,1
2010,4,4,49.28120992,-123.1325442,15,37,6,1,22
2010,3,14,49.26308078,-123.10630390000001,22,0,6,1,11
2017,1,12,49.23764577,-123.1555317,3,0,3,1,0
2012,3,19,49.28283125,-123.12358329999999,21,37,0,1,22
2008,5,8,49.263319700000004,-123.1190331,0,13,3,1,3
2008,1,16,49.28353778,-123.10915290000001,7,30,2,1,1
2005,7,21,49.27718859,-123.120244,15,31,3,1,1
2003,4,19,49.27709887,-123.1041568,23,30,5,1,1
2005,3,3,49.22996402,-123.1194757,21,30,3,1,13
2005,2,12,49.26029797,-123.10963419999999,19,30,5,1,11
2012,6,3,49.21069203,-123.09920890000002,18,13,6,1,20
2007,4,15,49.26980201,-123.08376329999999,12,57,6,1,19
2003,10,7,49.26707528,-123.1432132,18,30,1,1,3
2008,2,15,49.27852608,-123.0996376,12,30,4,1,19
2003,2,21,49.28295267,-123.1213851,12,0,4,1,1
2006,2,4,49.27884053,-123.1159527,16,0,5,1,1
2006,6,16,49.27332167,-123.12954429999999,17,0,4,1,1
2004,9,25,49.24458276,-123.0858317,0,15,5,1,6
2013,1,7,49.28052466,-123.13845549999999,15,17,0,1,22
2005,6,23,49.26539181,-123.0240798,12,0,3,1,14
2005,5,24,49.26355159,-123.13886780000001,12,15,1,1,3
2003,5,26,49.27727283,-123.12976090000002,23,0,0,1,1
2016,3,10,49.24365865,-123.09023870000001,17,58,3,1,6
2012,11,5,49.28400787,-123.0697584,13,0,0,1,4
2005,8,29,49.27745125,-123.12364850000002,10,30,0,1,1
2017,4,16,49.27007467,-123.1351219,15,30,6,1,3
2011,4,25,49.23100393,-123.1624111,8,0,0,1,7
2007,11,12,49.22093358,-123.0930742,12,24,0,1,20
2016,9,10,49.26185436,-123.0378225,11,51,5,1,14
2012,12,19,49.25025239,-123.06672720000002,15,0,2,1,6
2009,9,11,49.25317241,-123.0534186,22,0,4,1,14
2012,8,9,49.28253947,-123.1181426,19,34,3,1,1
2003,5,14,49.21337757,-123.1074506,22,0,2,1,10
2011,2,2,49.2605901,-123.12323570000001,5,50,2,1,3
2016,3,27,49.2161752,-123.10628170000001,21,0,6,1,10
2013,1,24,49.26823899,-123.15791809999999,13,15,3,1,9
2010,6,12,49.26308538,-123.10985600000001,14,0,5,1,11
2009,10,5,49.21373508,-123.0787187,14,0,0,1,20
2003,5,13,49.28016979,-123.028201,21,0,1,1,5
2014,9,20,49.27186592,-123.13508759999999,9,0,5,1,3
2011,3,24,49.23763364,-123.07060590000002,12,0,3,1,6
2008,1,28,49.28108082,-123.1192719,20,19,0,1,1
2007,11,1,49.25099025,-123.1787555,0,0,3,1,2
2003,10,14,49.28003481,-123.1276577,10,30,1,1,1
2014,10,27,49.28390806,-123.0895418,20,0,0,1,19
2011,7,27,49.282467600000004,-123.1070582,21,20,2,1,1
2009,3,10,49.24148245,-123.0653689,16,58,1,1,6
2012,5,28,49.28028527,-123.12745790000001,18,29,0,1,22
2005,6,1,49.2605901,-123.12323570000001,8,30,2,1,3
2004,7,23,49.26020255,-123.10496940000002,15,0,4,1,11
2006,2,23,49.26350578,-123.13531950000001,15,17,3,1,3
2005,9,24,49.2474583,-123.099065,16,0,5,1,15
2009,2,12,49.2823811,-123.1019501,18,0,3,1,1
2012,3,28,49.26226976,-123.0682098,13,54,2,1,6
2012,9,25,49.23299352,-123.0355838,21,30,1,1,14
2010,12,15,49.25816372,-123.03698590000002,16,20,2,1,14
2015,10,17,49.23392574,-123.041642,1,0,5,1,14
2017,2,13,49.2301912,-123.0812013,22,0,0,1,20
2014,9,21,49.20819504,-123.1303315,0,0,6,1,10
2003,1,31,49.28441304,-123.11332479999999,16,45,4,1,1
2004,12,28,49.22636526,-123.06576609999999,15,47,1,1,21
2003,11,2,49.26301266,-123.1070156,12,1,6,1,11
2016,12,9,49.28119061,-123.0636344,7,30,4,1,4
2016,5,1,49.25457909,-123.09844509999999,23,0,6,1,15
2008,7,3,49.20903083,-123.14057890000001,9,41,3,1,10
2005,11,20,49.25126771,-123.07986480000001,23,0,6,1,6
2014,5,21,49.26802468,-123.1443291,15,32,2,1,3
2012,5,30,49.24115162,-123.1191,20,30,2,1,17
2007,5,8,49.28928029,-123.13216070000001,3,27,1,1,22
2014,9,14,49.26909178,-123.1602994,18,0,6,1,9
2015,11,19,49.27845762,-123.1115483,21,0,3,1,1
2005,2,26,49.21715553,-123.1291192,5,18,5,1,10
2012,1,23,49.24909148,-123.1271652,17,10,0,1,17
2003,2,6,49.28203072,-123.05644140000001,15,50,3,1,5
2017,4,15,49.25816391,-123.0369496,12,3,5,1,14
2004,3,25,49.25201155,-123.0938277,18,0,3,1,15
2015,1,31,49.24365865,-123.09023870000001,13,9,5,1,6
2003,9,11,49.23886606,-123.0325469,17,0,3,1,14
2013,10,3,49.28470826,-123.11091880000001,21,0,3,1,1
2006,9,10,49.26335957,-123.08631580000001,17,57,6,1,11
2007,11,9,49.27298918,-123.10015690000002,12,0,4,1,1
2005,5,23,49.273903999999995,-123.07143329999998,1,0,0,1,4
2007,3,10,49.28465369,-123.1149398,15,30,5,1,1
2006,8,17,49.26226976,-123.0682098,18,40,3,1,6
2010,11,4,49.26361437,-123.14102679999999,19,0,3,1,3
2007,9,21,49.20766984,-123.1333753,11,0,4,1,10
2017,4,8,49.28217681,-123.11652250000002,22,39,5,1,1
2015,3,12,49.22261029999999,-123.0857501,20,30,3,1,20
2016,6,24,49.27238218,-123.10191259999999,15,17,4,1,1
2010,9,16,49.25284429,-123.11194920000001,22,0,3,1,15
2013,2,13,49.27607279,-123.13392820000001,13,0,2,1,1
2010,11,12,49.26481928,-123.114682,15,30,4,1,11
2014,6,12,49.23358553,-123.1201479,17,33,3,1,13
2005,4,15,49.28036753,-123.10082150000001,14,4,4,1,1
2008,9,16,49.28030003,-123.1075467,15,28,1,1,1
2005,4,13,49.2748863,-123.12945559999999,23,0,2,1,1
2003,6,27,49.282531,-123.1281997,3,0,4,1,22
2008,9,15,49.27936984,-123.09146740000001,16,20,0,1,19
2016,7,26,49.25143212,-123.1531258,16,0,1,1,0
2016,9,24,49.27767322,-123.13030800000001,9,15,5,1,1
2003,4,1,49.28869252,-123.05441940000001,21,0,1,1,5
2016,5,8,49.26684794,-123.1783341,20,30,6,1,9
2012,1,9,49.265955100000006,-123.06061310000001,7,0,0,1,4
2016,9,28,49.28366387,-123.12212099999999,11,40,2,1,1
2004,3,13,49.20311764,-123.135421,23,0,5,1,10
2012,2,27,49.23349013,-123.03474809999999,12,22,0,1,14
2015,9,22,49.25063662,-123.12908490000001,21,30,1,1,16
2010,6,16,49.20618901,-123.1263625,15,0,2,1,10
2005,6,5,49.26525067,-123.12991809999998,16,0,6,1,3
2003,11,25,49.28465848,-123.12921740000002,17,0,1,1,22
2016,8,15,49.25862133,-123.10994040000001,22,0,0,1,11
2003,2,2,49.25112928,-123.0666713,14,42,6,1,6
2016,11,11,49.28099947,-123.12640859999999,17,0,4,1,22
2007,2,10,49.27718859,-123.120244,8,56,5,1,1
2003,6,25,49.23278193,-123.0615372,0,0,2,1,21
2011,5,29,49.25281215,-123.1802624,12,3,6,1,2
2017,5,26,49.23358562,-123.120149,16,55,4,1,13
2017,1,15,49.28621328,-123.12655330000001,12,36,6,1,22
2015,7,14,49.28248082,-123.1182307,12,0,1,1,1
2006,10,3,49.26370318,-123.1174299,13,30,1,1,3
2015,4,13,49.24452942,-123.14136529999999,17,30,0,1,16
2005,2,18,49.26340037,-123.1237533,18,14,4,1,3
2008,4,26,49.24559915,-123.12759009999998,0,1,5,1,17
2016,11,20,49.28094562,-123.1071512,19,26,6,1,1
2005,3,5,49.28578454,-123.1130433,16,0,5,1,1
2006,3,9,49.26641554,-123.1027618,22,0,3,1,11
2012,5,18,49.28312638,-123.14190819999999,19,0,4,1,22
2003,8,6,49.28467008,-123.1312957,1,0,2,1,22
2003,10,27,49.21790252,-123.0291959,7,30,0,1,8
2016,12,28,49.25680005,-123.14124009999999,19,0,2,1,16
2015,6,23,49.28034808,-123.1334139,0,0,1,1,22
2009,6,1,49.28023388,-123.1147846,14,0,0,1,1
2012,12,14,49.26408904,-123.1152382,14,30,4,1,3
2015,1,15,49.28489013,-123.0953125,19,0,3,1,19
2009,2,2,49.28038295,-123.1022122,12,56,0,1,1
2006,2,13,49.25444264,-123.0816946,23,30,0,1,6
2005,4,25,49.24316633,-123.0679233,21,45,0,1,6
2008,4,15,49.23352408,-123.11850359999998,17,41,1,1,13
2008,10,24,49.28467008,-123.1312957,12,0,4,1,22
2016,8,31,49.21036994,-123.11623940000001,21,15,2,1,10
2015,12,2,49.28225756,-123.1327288,19,50,2,1,22
2005,2,15,49.28228084,-123.1144971,8,30,1,1,1
2007,2,17,49.26933242,-123.0405102,0,0,5,1,5
2006,6,18,49.28119273,-123.0676565,14,51,6,1,4
2007,6,27,49.26103586,-123.15541979999999,21,0,2,1,9
2016,2,4,49.26340037,-123.1237533,14,38,3,1,3
2008,1,24,49.28450316,-123.1126959,19,0,3,1,1
2004,4,6,49.2596325,-123.02858049999999,21,30,1,1,14
2006,4,5,49.26194821,-123.0443145,8,30,2,1,5
2012,6,9,49.23477136,-123.1209322,1,0,5,1,17
2014,2,20,49.28394686,-123.0581037,19,0,3,1,4
2007,1,20,49.28564779999999,-123.1242673,21,30,5,1,22
2011,7,5,49.28100544,-123.11255030000001,13,30,1,1,1
2016,4,24,49.21288264,-123.1313894,8,40,6,1,10
2008,3,9,49.23989802,-123.05191840000002,1,30,6,1,14
2006,2,19,49.26443491,-123.13683470000001,22,0,6,1,3
2005,1,10,49.26303092,-123.10769769999999,11,50,0,1,11
2009,1,3,49.28664515,-123.1140115,5,38,5,1,1
2011,12,5,49.25816372,-123.03698590000002,17,6,0,1,14
2009,5,23,49.23224521,-123.1084422,0,0,5,1,13
2013,2,13,49.25944432,-123.1150129,17,30,2,1,3
2013,3,25,49.25723224,-123.092552,20,30,0,1,11
2008,8,3,49.27937901,-123.0673896,0,0,6,1,4
2010,5,24,49.26097287,-123.1538299,17,0,0,1,9
2003,3,28,49.26765106,-123.0579857,20,30,4,1,4
2005,9,18,49.27605957,-123.12773159999999,3,0,6,1,1
2012,11,6,49.27660964,-123.0689483,19,0,1,1,4
2007,12,11,49.281474700000004,-123.104327,23,0,1,1,1
2016,4,29,49.2825557,-123.10961,21,30,4,1,1
2004,2,12,49.21104741,-123.1022274,17,0,3,1,20
2017,3,9,49.27752786,-123.11396780000001,11,30,3,1,1
2005,8,29,49.26566981,-123.0510462,0,0,0,1,5
2005,8,11,49.27600284,-123.1002594,23,30,3,1,1
2016,12,30,49.27672163,-123.1332148,6,0,4,1,22
2006,10,29,49.25782407,-123.0776025,1,0,6,1,11
2013,7,5,49.24666263,-123.0906745,14,0,4,1,15
2010,5,20,49.26434873,-123.0861205,21,0,3,1,11
2007,4,23,49.28193891,-123.12087549999998,0,30,0,1,1
2004,5,20,49.22290387,-123.1788538,23,0,3,1,7
2013,4,2,49.28099989,-123.1202842,17,0,1,1,1
2003,5,16,49.25871078,-123.07950530000001,19,35,4,1,11
2006,5,4,49.26974995,-123.083853,7,0,3,1,19
2006,10,5,49.26535882,-123.1421876,18,30,3,1,3
2012,10,23,49.23923721,-123.0691274,14,0,1,1,6
2008,1,31,49.27816226,-123.12089850000001,22,30,3,1,1
2012,2,12,49.29147928,-123.13547620000001,21,0,6,1,22
2010,8,15,49.22983108,-123.15497579999999,22,0,6,1,7
2016,6,4,49.282467600000004,-123.1070582,17,9,5,1,1
2012,1,16,49.21891386,-123.06064920000001,13,31,0,1,21
2003,10,11,49.283719399999995,-123.1364062,14,0,5,1,22
2008,9,14,49.279272399999996,-123.1020182,19,0,6,1,1
2004,12,22,49.26097287,-123.1538299,15,0,2,1,9
2008,6,13,49.27595783,-123.1260988,18,0,4,1,1
2009,4,14,49.25574361,-123.1074221,14,30,1,1,15
2008,5,5,49.28727011,-123.1418223,11,30,0,1,22
2013,1,16,49.27746145,-123.08627779999999,23,0,2,1,19
2010,1,16,49.21839111,-123.1388283,21,0,5,1,10
2016,7,22,49.28155915,-123.1101543,22,0,4,1,1
2003,5,17,49.21030252,-123.1228112,22,0,5,1,10
2016,6,29,49.28367377,-123.1198804,9,0,2,1,1
2003,5,13,49.28131323,-123.0952693,2,50,1,1,19
2004,7,16,49.26533671,-123.13559120000001,23,0,4,1,3
2014,1,11,49.2661064,-123.1359996,18,0,5,1,3
2004,2,11,49.26226976,-123.0682098,10,30,2,1,6
2007,5,31,49.28515594,-123.12216380000001,6,30,3,1,1
2012,1,9,49.22503817,-123.1601618,12,0,0,1,7
2017,4,9,49.25684944,-123.11210790000001,4,20,6,1,11
2013,11,21,49.28247741,-123.11813570000001,17,0,3,1,1
2008,6,24,49.25779629,-123.1117206,19,30,1,1,11
2013,6,22,49.28580837,-123.139481,19,7,5,1,22
2013,2,14,49.24062711,-123.04063880000001,18,0,3,1,14
2016,9,12,49.27186592,-123.13508759999999,11,0,0,1,3
2003,8,26,49.23395619,-123.1613048,22,0,1,1,7
2008,10,19,49.28934798,-123.13415390000002,18,0,6,1,22
2016,6,7,49.28270328,-123.11573090000002,10,0,1,1,1
2011,8,18,49.24464742,-123.0815185,0,15,3,1,6
2007,7,20,49.25680005,-123.14124009999999,13,0,4,1,16
2005,4,14,49.28668391,-123.0491814,1,0,3,1,5
2004,12,12,49.273313200000004,-123.05064660000001,9,0,6,1,5
2015,3,23,49.26757445,-123.116095,23,0,0,1,3
2006,2,28,49.28387348,-123.10655009999999,18,0,1,1,1
2011,6,7,49.2807224,-123.1187972,19,0,1,1,1
2003,5,16,49.27952854,-123.0997987,0,0,4,1,1
2006,1,13,49.21155242,-123.06663999999999,18,0,4,1,21
